Id,Code,Name,Defense,MagicDef,Slot,Price,Weight,Type,Position,Property,MinLvl,EquipGroup,Refinable,Breakable,Icon,Sprite,Comment,,
5042,Hair_Protector,,0,0,0,20,150,Headgear,Upper,,14,Any,Yes,No,머리포자기,머리포자기,,5042,Hair_Protector
5043,Opera_Ghost_Mask,,1,0,0,20,200,Headgear,Mid,,20,Any,No,No,오페라유령가면,오페라유령가면,,5043,Opera_Ghost_Mask
5044,Devil's_Wing,,2,0,0,20,350,Headgear,Upper,,45,Any,Yes,No,악마의날개,악마의날개,,5044,Devil's_Wing
5045,Magician_Hat,,3,0,0,20,500,Headgear,Upper,,50,Any,Yes,No,마술사의모자,마술사의모자,,5045,Magician_Hat
5046,Bongun_Hat,,,,,,,,,,,,,,,,,,
5047,Fashion_Sunglass,,0,0,0,20,100,Headgear,Upper,,0,Any,Yes,No,패션선글래스,패션선글래스,,5047,Fashion_Sunglass
5048,First_Moon_Hair_Pin,,0,0,0,20,100,Headgear,Upper,,0,Any,Yes,No,초승달머리핀,초승달머리핀,,5048,First_Moon_Hair_Pin
5049,Stripe_Band,,1,0,0,20,150,Headgear,Upper,,0,Any,No,No,줄무늬머리띠,줄무늬머리띠,,5049,Stripe_Band
5050,Mystery_Fruit_Shell,,5,0,0,20,300,Headgear,Upper,,30,Any,No,No,신비한열매껍질,신비한열매껍질,,5050,Mystery_Fruit_Shell
5051,Kitty_Bell,,0,0,0,20,100,Headgear,Lower,,0,Any,No,No,고양이방울,고양이방울,,5051,Kitty_Bell
5052,Blue_Hair_Band,,1,0,0,20,150,Headgear,Upper,,0,Any,Yes,No,청색머리띠,청색머리띠,,5052,Blue_Hair_Band
5055,Novice_Egg_Cap,,3,0,0,1,1,Headgear,Upper,,0,Any,No,No,장식용알껍질,장식용알껍질,,5055,Novice_Egg_Cap
5056,Love_Berry,,0,0,0,1,100,Headgear,Upper,,0,Any,No,No,사랑의열매,사랑의열매,,5056,Love_Berry
5057,Ear_Of_Black_Cat,,2,0,0,16000,200,Headgear,Upper,,45,Any,Yes,No,검은고양이귀,검은고양이귀,,5057,Ear_Of_Black_Cat
5058,Drooping_Kitty,,1,15,0,250000,500,Headgear,Upper,,0,Any,Yes,No,늘어진고양이,늘어진고양이,,5058,Drooping_Kitty
5059,Brown_Bear_Cap,,3,0,0,20,800,Headgear,Upper,,50,Any,Yes,No,곰돌이모자,곰돌이모자,,5059,Brown_Bear_Cap
5060,Party_Hat,,3,0,0,20,300,Headgear,Upper,,0,Any,Yes,No,꼬깔모자,꼬깔모자,,5060,Party_Hat
5061,Flower_Hairpin,,1,0,0,20,100,Headgear,Upper,,0,Any,Yes,No,꽃머리핀,꽃머리핀,,5061,Flower_Hairpin
5062,Straw_Hat,,3,0,0,20,200,Headgear,Upper,,50,Any,Yes,No,밀짚모자,밀짚모자,,5062,Straw_Hat
5063,Plaster,,1,0,0,20,100,Headgear,Upper,,0,Any,Yes,No,반창고,반창고,,5063,Plaster
5064,Leaf_Headgear,,1,0,0,20,100,Headgear,Upper,,0,Any,Yes,No,나뭇잎투구,나뭇잎투구,,5064,Leaf_Headgear
5065,Fish_On_Head,,2,0,0,20,500,Headgear,Upper,,50,Any,Yes,No,생선모자,생선모자,,5065,Fish_On_Head
5066,Horn_Of_Succubus,,4,10,0,20,800,Headgear,Upper,,70,Any,Yes,No,서큐버스뿔,서큐버스뿔,,5066,Horn_Of_Succubus
5067,Sombrero,,4,0,0,20,350,Headgear,Upper,,0,Any,Yes,No,솜브레로,솜브레로,,5067,Sombrero
5068,Ear_Of_Devil's_Wing,,1,0,0,20,100,Headgear,Mid,,70,Any,No,No,악마날개귀,악마날개귀,,5068,Ear_Of_Devil's_Wing
5069,Mask_Of_Fox,,1,0,0,20,300,Headgear,Upper,,0,Any,Yes,No,여우가면,여우가면,,5069,Mask_Of_Fox
5070,Headband_Of_Power,,1,0,0,20,100,Headgear,Upper,,0,Any,Yes,No,열혈머리띠,열혈머리띠,,5070,Headband_Of_Power
5071,Indian_Headband,,1,0,0,20,200,Headgear,Upper,,0,Any,Yes,No,인디안머리띠,인디안머리띠,,5071,Indian_Headband
5072,Inccubus_Horn,,4,10,0,20,800,Headgear,Upper,,70,Any,Yes,No,인큐버스뿔,인큐버스뿔,,5072,Inccubus_Horn
5073,Cap_Of_Concentration,,2,0,0,20,700,Headgear,Upper,,0,Any,Yes,No,자세교정모자,자세교정모자,,5073,Cap_Of_Concentration
5074,Ear_Of_Angel's_Wing,,1,0,0,20,100,Headgear,Mid,,70,Any,No,No,천사날개귀,천사날개귀,,5074,Ear_Of_Angel's_Wing
5075,Cowboy_Hat,,4,0,0,20,500,Headgear,Upper,,0,Any,Yes,No,카우보이모자,카우보이모자,,5075,Cowboy_Hat
5076,Fur_Hat,,2,0,0,20,350,Headgear,Upper,,0,Any,Yes,No,털모자,털모자,,5076,Fur_Hat
5077,Tulip_Hairpin,,1,0,0,20,100,Headgear,Upper,,0,Any,Yes,No,튤립머리핀,튤립머리핀,,5077,Tulip_Hairpin
5078,Sea_Otter_Cap,,3,0,0,20,800,Headgear,Upper,,50,Any,Yes,No,해달모자,해달모자,,5078,Sea_Otter_Cap
5079,Crossed_Hair_Band,,1,0,0,20,100,Headgear,Upper,,0,Any,Yes,No,X자머리핀,X자머리핀,,5079,Crossed_Hair_Band
5080,Headgear_Of_Queen,,4,0,0,20,400,Headgear,Upper,,45,Any,Yes,No,여왕의투구,여왕의투구,,5080,Headgear_Of_Queen
5081,Mistress_Crown,,0,0,0,20,100,Headgear,Upper,,75,Any,Yes,Yes,미스트레스왕관,미스트레스왕관,,5081,Mistress_Crown
5082,Mushroom_Band,,2,0,0,20,100,Headgear,Upper,,0,Any,Yes,No,버섯머리띠,버섯머리띠,,5082,Mushroom_Band
5083,Red_Tailed_Ribbon,,1,10,0,20,200,Headgear,Upper,,45,Any,Yes,No,빨간테일리본,빨간테일리본,,5083,Red_Tailed_Ribbon
5084,Lazy_Raccoon,,1,0,0,20,500,Headgear,Upper,,0,Any,Yes,No,귀찮은너구리,귀찮은너구리,,5084,Lazy_Raccoon
5085,Pair_Of_Red_Ribbon,,1,0,0,20,100,Headgear,Mid,,45,Any,No,No,양쪽귀밑리본,양쪽귀밑리본,,5085,Pair_Of_Red_Ribbon
5096,Assassin_Mask_,,0,0,0,20,100,Headgear,Lower,,70,Any,No,No,어새신마스크,어새신마스크,,5096,Assassin_Mask_
5097,Cone_Hat_,,0,0,0,0,400,Headgear,Upper,,0,Any,Yes,No,꼬깔모자_,꼬깔모자,,5097,Cone_Hat_
5099,Cat_Hat,,1,10,0,20,300,Headgear,Upper,,0,Any,Yes,No,고양이모자,고양이모자,,5099,Cat_Hat
5100,Sales_Signboard,,0,0,0,20,800,Headgear,Upper,,75,Any,Yes,No,세일표지판,세일표지판,,5100,Sales_Signboard
5101,Takius_Blindfold,,0,0,0,20,100,Headgear,Mid,,0,Any,No,No,타키우스눈가리개,타키우스눈가리개,,5101,Takius_Blindfold
5102,Round_Eyes,,0,0,0,20,100,Headgear,Mid,,0,Any,No,No,배틀온라인,배틀온라인,,5102,Round_Eyes
5103,Sunflower_Hairpin,,1,0,0,20,600,Headgear,Upper,,30,Any,No,No,해바라기핀,해바라기핀,,5103,Sunflower_Hairpin
5104,Dark_Blindfold,,0,0,0,20,100,Headgear,Mid,,0,Any,No,No,검은눈가리개,검은눈가리개,,5104,Dark_Blindfold
5105,Hat_Of_Cake_,,1,0,0,20,1000,Headgear,Upper,,24,Any,Yes,No,케이크모자,케이크모자,,5105,Hat_Of_Cake_
5106,Cone_Hat_INA,,3,0,0,20,300,Headgear,Upper,,0,Any,Yes,No,꼬깔모자,꼬깔모자,,5106,Cone_Hat_INA
5107,Well_Baked_Toast,,0,0,0,20,50,Headgear,Lower,,0,Any,No,No,토스트,토스트,,5107,Well_Baked_Toast
5108,Detective_Hat,,3,0,1,20,350,Headgear,Upper,,0,Any,Yes,No,탐정모자,탐정모자,,5108,Detective_Hat
5109,Red_Bonnet,,2,0,0,20,400,Headgear,Upper,,0,Any,Yes,No,차양모자,차양모자,,5109,Red_Bonnet
5110,Baby_Pacifier,,0,0,0,20,50,Headgear,Lower,,0,Any,No,No,젖꼭지,젖꼭지,,5110,Baby_Pacifier
5111,Galapago_Cap,,2,0,0,20,500,Headgear,Upper,,55,Any,Yes,No,오리모자,오리모자,,5111,Galapago_Cap
5112,Super_Novice_Hat,,4,0,0,8500,400,Headgear,Upper,,40,Any,Yes,No,슈노모자,슈노모자,,5112,Super_Novice_Hat
5113,Angry_Mouth,,0,0,0,20,50,Headgear,Lower,,0,Any,No,No,분노입,분노입,,5113,Angry_Mouth
5114,Fedora,,3,0,0,6000,300,Headgear,Upper,,0,Any,Yes,No,벙거지모자,벙거지모자,,5114,Fedora
5115,Winter_Hat,,3,0,0,20,500,Headgear,Upper,,0,Any,Yes,No,방한모자,방한모자,,5115,Winter_Hat
5116,Banana_Hat,,1,0,0,20,200,Headgear,Upper,,0,Any,Yes,No,바나나모자,바나나모자,,5116,Banana_Hat
5117,Mistic_Rose,,0,0,0,20,100,Headgear,Upper,,0,Any,Yes,No,미스틱로즈,미스틱로즈,,5117,Mistic_Rose
5118,Ear_Of_Puppy,,2,0,0,20,100,Headgear,Upper,,0,Any,Yes,No,강아지귀,강아지귀,,5118,Ear_Of_Puppy
5119,Super_Novice_Hat_,,4,0,1,8500,400,,Upper,,40,Any,Yes,No,슈노모자,슈노모자,,5119,Super_Novice_Hat_
5120,Fedora_,,3,0,1,6000,300,,Upper,,0,Any,Yes,No,벙거지모자,벙거지모자,,5120,Fedora_
5122,Magni_Cap,,5,0,0,30000,1000,,Upper,,65,Any,Yes,No,메긴캡,메긴캡,,5122,Magni_Cap
5123,Ulle_Cap,,3,0,1,30000,500,,Upper,,65,Any,Yes,No,울캡,울캡,,5123,Ulle_Cap
5124,Fricca_Circlet,,3,10,0,30000,300,,Upper,,65,Any,Yes,No,프리카서클릿,프리카서클릿,,5124,Fricca_Circlet
5125,Kiss_Of_Angel,,3,0,1,10000,300,,Upper,,50,Any,Yes,No,천사의입맞춤,천사의입맞춤,,5125,Kiss_Of_Angel
5126,Morpheus's_Hood,,1,0,0,30000,200,,Upper,,33,Any,Yes,No,모르피셔스두건,모르피셔스두건,,5126,Morpheus's_Hood
5127,Morrigane's_Helm,,4,0,0,30000,500,,Upper,,61,Any,Yes,No,모리아네헬름,모리아네헬름,,5127,Morrigane's_Helm
5128,Goibne's_Helmet,,5,3,0,30000,500,,Upper,,54,Any,Yes,No,게브네이투구,게브네이투구,,5128,Goibne's_Helmet
5129,Bird_Nest,,1,0,0,20,400,,Upper,,50,Any,No,No,새둥지,새둥지,,5129,Bird_Nest
5132,Angeling_Hat,,2,0,0,20,700,,Upper,,0,Any,No,No,엔젤링모자,엔젤링모자,,5132,Angeling_Hat
5133,Sheep_Hat,,1,0,0,20,150,,Upper,,0,Any,No,No,양모자,양모자,,5133,Sheep_Hat
5134,Pumpkin_Hat,,2,0,0,20,200,,Upper,,0,Any,Yes,No,호박모자,호박모자,,5134,Pumpkin_Hat
5135,Cyclops_Visor,,0,0,0,0,200,,Mid,,75,Any,No,No,사이클롭스아이,사이클롭스아이,,5135,Cyclops_Visor
5136,Santa's_Hat_,,3,1,0,20,100,,Upper,,0,Any,Yes,No,산타모자,산타모자,,5136,Santa's_Hat_
5137,Alice_Doll,,0,0,1,20,500,,Upper,,30,Any,No,No,엘리스모자,엘리스모자,,5137,Alice_Doll
5138,Magic_Eyes,,1,5,0,20,300,,Upper,,30,Any,Yes,No,매직아이즈,매직아이즈,,5138,Magic_Eyes
5139,Hibiscus,,0,5,0,20,200,,Upper,,10,Any,No,No,부용,부용,,5139,Hibiscus
5140,Charming_Ribbon,,1,0,1,20,400,,Upper,,10,Any,Yes,No,예쁜리본,예쁜리본,,5140,Charming_Ribbon
5141,Marionette_Doll,,0,0,1,20,400,,Upper,,30,Any,Yes,No,마리오넷모자,마리오넷모자,,5141,Marionette_Doll
5144,Gambler_Hat,,2,0,0,20,200,,Upper,,0,Any,Yes,No,햇,햇,,5144,Gambler_Hat
5145,Carnival_Joker_Jester,,1,0,0,10,100,,Upper,,0,Any,Yes,No,광대모자,광대모자,,5145,Carnival_Joker_Jester
5146,Elephant_Hat,,0,0,0,0,500,,Upper,,0,Any,Yes,No,코끼리모자,코끼리모자,,5146,Elephant_Hat
5147,Baseball_Cap,,3,0,1,0,200,,Upper,,0,Any,Yes,No,야구모자,야구모자,,5147,Baseball_Cap
5148,Phrygian_Cap,,0,0,0,0,500,,Upper,,0,Any,Yes,No,국경일모자,국경일모자,,5148,Phrygian_Cap
5149,Silver_Tiara,,0,0,0,0,100,,Upper,,0,Any,Yes,No,실버티아라,실버티아라,,5149,Silver_Tiara
5150,Joker_Jester_,,1,0,0,20,100,,Upper,,0,Any,No,No,광대모자_,광대모자_,,5150,Joker_Jester_
5153,Angeling_Hairpin,,3,0,0,20,700,,Upper,,0,Any,Yes,No,엔젤링핀,엔젤링핀,,5153,Angeling_Hairpin
5154,Sunglasses_F,,3,0,0,,,,Mid,,0,Any,No,No,,선글래스,,5157,Viking_Helm_
5155,Granpa_Beard_F,,0,0,0,,,,Lower,,0,Any,No,No,,흰수염,,5158,Holy_Bonnet_
5156,Flu_Mask_F,,0,0,0,,,,Lower,,0,Any,No,No,,마스크,,5159,Golden_Gear_
5157,Viking_Helm_,,5,0,1,,,,Upper,,0,Any,Yes,No,,오크족헬름,,5160,Magestic_Goat_
5158,Holy_Bonnet_,,5,3,1,,,,Upper,,0,Any,Yes,No,,성직자의모자,,5161,Sharp_Gear_
5159,Golden_Gear_,,5,0,1,,,,Upper,,40,Any,Yes,Yes,,골든헤드기어,,5162,Bone_Helm_
5160,Magestic_Goat_,,5,0,1,,,,Upper,,0,Any,Yes,No,,마제스틱고우트,,5163,Corsair_
5161,Sharp_Gear_,,6,0,1,,,,Upper,,50,Any,Yes,No,,샤프헤드기어,,5164,Tiara_
5162,Bone_Helm_,,7,0,1,,,,Upper,,70,Any,Yes,No,,본헬름,,5165,Crown_
5163,Corsair_,,5,0,1,,,,Upper,,0,Any,Yes,No,,커세어,,5170,Feather_Beret
5164,Tiara_,,4,0,1,,,,Upper,,45,Any,Yes,No,,티아라,,5171,Valkyrie_Helm
5165,Crown_,,4,0,1,,,,Upper,,45,Any,Yes,No,,크라운,,5172,Beret
5170,Feather_Beret,,1,1,0,,,,Upper,,0,Any,Yes,No,,깃털베레모,,5173,Satto_Hat
5171,Valkyrie_Helm,,5,5,1,,,,Upper,,0,Any,Yes,No,,발키리투구,,5174,Ayam
5172,Beret,,0,0,0,,,,Upper,,0,Any,No,No,,베레모,,5176,Hahoe_Mask
5173,Satto_Hat,,3,0,1,,,,Upper,,60,Any,Yes,No,,사또모자,,,
5174,Ayam,,3,0,1,,,,Upper,,60,Any,Yes,No,,아얌,,,
5175,Censor_Bar,,0,1,0,,,,Mid,,0,Any,No,No,,익명요청,,,
5176,Hahoe_Mask,,2,0,0,,,,MidLower,,30,Any,No,No,,하회탈,,,
5178,Candle_,,0,0,0,,,,Upper,,0,Any,Yes,No,,촛불,,,
5179,Gold_Tiara,,0,0,0,,,,Upper,,0,Any,Yes,No,,골드티아라,,,
5180,Phrygian_Cap_,,1,0,0,,,,Upper,,0,Any,Yes,No,,국경일모자,,,
5182,Puppy_Hat,,2,0,0,,,,Upper,,30,Any,No,No,,강아지모자,,,
5183,Bird_Nest_Hat,,2,0,0,,,,Upper,,10,Any,Yes,No,,새둥지모자,,,
5184,Captain_Hat,,4,0,0,,,,Upper,,30,Any,Yes,No,,선장의모자,,,
5185,Laurel_Wreath,,1,0,1,,,,Upper,,10,Any,Yes,No,,월계수관,,,
5186,Geographer_Band,,1,0,0,,,,Upper,,30,Any,No,No,,장식용지오그래퍼,,,
5187,Twin_Ribbon,,0,3,1,,,,Upper,,30,Any,Yes,No,,트윈리본,,,
5188,Minstrel_Hat,,2,0,0,,,,Upper,,50,Any,Yes,No,,음유시인모자,,,
5189,Fallen_Leaves,,0,0,0,,,,Upper,,0,Any,Yes,No,,낙엽,,,
5190,Baseball_Cap_,,3,0,1,,,,Upper,,0,Any,Yes,No,,야구모자,,,
5191,Ribbon_Black,,1,3,1,,,,Upper,,0,Any,Yes,No,,리본_검정,,,
5192,Ribbon_Yellow,,1,3,1,,,,Upper,,0,Any,Yes,No,,리본_노랑,,,
5193,Ribbon_Green,,1,3,1,,,,Upper,,0,Any,Yes,No,,리본_초록,,,
5194,Ribbon_Pink,,1,3,1,,,,Upper,,0,Any,Yes,No,,리본_분홍,,,
5195,Ribbon_Red,,1,3,1,,,,Upper,,0,Any,Yes,No,,리본_빨강,,,
5196,Ribbon_Orange,,1,3,1,,,,Upper,,0,Any,Yes,No,,리본_주홍,,,
5197,Ribbon_White,,1,3,1,,,,Upper,,0,Any,Yes,No,,리본_하양,,,
5198,Drooping_Bunny,,1,0,0,,,,Upper,,0,Any,Yes,No,,늘어진토끼,,,
5199,Baseball_Cap_I,,3,0,0,,,,Upper,,0,Any,Yes,No,,야구모자,,,
5200,Coppola,,0,0,0,,,,Upper,,0,Any,Yes,No,,코폴라,,,
5201,Party_Hat_B,,3,0,0,,,,Upper,,0,Any,Yes,No,,꼬깔모자,,,
5202,Pumpkin_Hat_,,2,0,0,,,,Upper,,0,Any,Yes,No,,호박모자,,,
5204,Event_Pierrot_Nose,,0,0,0,,,,Lower,,0,Any,No,No,,광대코,,,
5206,Romantic_White_Flower,,0,0,0,,,,Lower,,0,Any,No,No,,하얀꽃잎,,,
5207,Gold_Spirit_Chain,,0,0,0,,,,Upper,,0,Any,No,No,,금색고리,,,
5208,Rideword_Hat,,2,0,1,,,,Upper,,40,Any,Yes,No,,라이드워드,,,
5209,Yellow_Baseball_Cap,,0,0,0,,,,Upper,,0,Any,Yes,No,,노란야구모자,,,
5210,Flying_Angel,,1,0,0,,,,Upper,,10,Any,Yes,No,,비상하는천사,,,
5211,Dress_Hat,,2,7,1,,,,Upper,,20,Any,Yes,No,,드레스햇,,,
5212,Satellite_Hairband,,3,0,1,,,,Upper,,30,Any,Yes,No,,새틀라이트헤어밴드,,,
5213,Black_Bunny_Band,,2,3,0,,,,Upper,,1,Any,Yes,No,,검은토끼머리띠,,,
5215,Angelic_Chain_,,2,3,0,,,,Upper,,0,Any,Yes,No,,천사의머리띠,,,
5216,Satanic_Chain_,,3,0,0,,,,Upper,,0,Any,Yes,No,,악마의머리띠,,,
5217,Magestic_Goat_TW,,5,0,0,,,,Upper,,0,Any,Yes,No,,마제스틱고우트,,,
5218,Bunny_Band_,,2,0,0,,,,Upper,,0,Any,Yes,No,,토끼머리띠,,,
5219,Drooping_Kitty_,,1,18,0,,,,Upper,,0,Any,Yes,No,,늘어진고양이,,,
5220,Smoking_Pipe_,,0,0,0,,,,Lower,,0,Any,No,No,,파이프담배,,,
5221,Pair_Of_Red_Ribbon_,,1,0,0,,,,Mid,,45,Any,No,No,,양쪽귀밑리본,,,
5222,Fish_On_Head_,,2,0,0,,,,Upper,,50,Any,Yes,No,,생선모자,,,
5225,Marcher_Hat,,2,2,1,,,,Upper,,10,Any,Yes,No,,마칭햇,,,
5226,Mini_Propeller_,,2,0,0,,,,Upper,,0,Any,Yes,No,,프로펠라_,,,
5227,Red_Deviruchi_Cap,,2,0,0,,,,Upper,,64,Any,Yes,No,,빨강새끼악마모자,,,
5228,White_Deviruchi_Cap,,2,0,0,,,,Upper,,64,Any,Yes,No,,흰색새끼악마모자,,,
5229,Gray_Deviruchi_Cap,,2,0,0,,,,Upper,,64,Any,Yes,No,,회색새끼악마모자,,,
5230,White_Drooping_Kitty,,1,15,0,,,,Upper,,0,Any,Yes,No,,흰색늘어진고양이,,,
5231,Gray_Drooping_Kitty,,1,15,0,,,,Upper,,0,Any,Yes,No,,회색늘어진고양이,,,
5232,Pink_Drooping_Kitty,,1,15,0,,,,Upper,,0,Any,Yes,No,,분홍늘어진고양이,,,
5233,Blue_Drooping_Kitty,,1,15,0,,,,Upper,,0,Any,Yes,No,,파랑늘어진고양이,,,
5234,Yellow_Drooping_Kitty,,1,15,0,,,,Upper,,0,Any,Yes,No,,노랑늘어진고양이,,,
5235,Gray_Fur_Hat,,2,0,0,,,,Upper,,0,Any,Yes,No,,회색털모자,,,
5236,Blue_Fur_Hat,,2,0,0,,,,Upper,,0,Any,Yes,No,,파랑털모자,,,
5237,Pink_Fur_Hat,,2,0,0,,,,Upper,,0,Any,Yes,No,,분홍털모자,,,
5238,Red_Wizardry_Hat,,1,0,0,,,,Upper,,0,Any,Yes,No,,빨강마법사의모자,,,
5239,White_Wizardry_Hat,,1,0,0,,,,Upper,,0,Any,Yes,No,,흰색마법사의모자,,,
5240,Gray_Wizardry_Hat,,1,0,0,,,,Upper,,0,Any,Yes,No,,회색마법사의모자,,,
5241,Blue_Wizardry_Hat,,1,0,0,,,,Upper,,0,Any,Yes,No,,파랑마법사의모자,,,
5242,Yellow_Wizardry_Hat,,1,0,0,,,,Upper,,0,Any,Yes,No,,노랑마법사의모자,,,
5244,Elven_Blindfold,,1,0,0,,,,Mid,,0,Any,No,No,,눈가리개,,,
5245,Elven_Sunglasses,,1,0,0,,,,Mid,,0,Any,No,No,,선글래스,,,
5246,Angelic_Helm,,3,3,0,,,,Upper,,0,Any,Yes,No,,천사의머리띠,,,
5247,Satanic_Helm,,4,3,0,,,,Upper,,0,Any,Yes,No,,악마의머리띠,,,
5248,Robotic_Blindfold,,1,0,0,,,,Mid,,0,Any,No,No,,요정의귀,,,
5249,Human_Blindfold,,1,0,0,,,,Mid,,0,Any,No,No,,요정의귀,,,
5250,Robotic_Ears,,0,0,0,,,,Mid,,0,Any,No,No,,요정의귀,,,
5251,Round_Ears,,0,0,0,,,,Mid,,0,Any,No,No,,요정의귀,,,
5252,Drooping_Nine_Tail,,1,0,0,,,,Upper,,20,Any,Yes,No,,늘어진구미호,,,
5253,Lif_Doll_Hat,,1,0,1,,,,Upper,,20,Any,Yes,No,,리프인형모자,,,
5254,Deviling_Hat,,1,0,0,,,,Upper,,20,Any,Yes,No,,데빌링모자,,,
5255,Triple_Poring_Hat,,3,0,0,,,,Upper,,20,Any,No,No,,포링겹모자,,,
5256,Valkyrie_Feather_Band,,1,0,1,,,,Upper,,20,Any,Yes,No,,발키리깃털모자,,,
5257,Soulless_Wing,,2,2,0,,,,Upper,,20,Any,Yes,No,,소울리스윙,,,
5259,Elephant_Hat_,,3,0,0,,,,Upper,,0,Any,Yes,No,,코끼리모자,,,
5260,Cookie_Hat,,2,0,0,,,,Upper,,0,Any,Yes,No,,국경일모자,,,
5261,Silver_Tiara_,,2,0,0,,,,Upper,,0,Any,Yes,No,,실버티아라,,,
5262,Gold_Tiara_,,2,0,0,,,,Upper,,0,Any,Yes,Yes,,골드티아라,,,
5264,Aussie_Flag_Hat,,4,0,0,,,,Upper,,0,Any,Yes,No,,호주국기모자,,,
5265,Apple_Of_Archer_C,,7,0,0,,,,Upper,,1,Any,No,No,,명사수의사과,,,
5266,Bunny_Band_C,,9,5,0,,,,Upper,,1,Any,No,No,,토끼머리띠,,,
5267,Sahkkat_C,,10,0,0,,,,Upper,,1,Any,No,No,,삿갓,,,
5268,Lord_Circlet_C,,10,4,0,,,,Upper,,1,Any,No,No,,로드서클릿,,,
5269,Flying_Angel_,,1,0,0,,,,Upper,,10,Any,Yes,No,,비상하는천사,,,
5270,Fallen_Leaves_,,1,0,1,,,,Upper,,0,Any,Yes,No,,낙엽,,,
5277,Yellow_Bandana,,1,0,0,,,,Upper,,20,Any,Yes,No,,노란색두건,,,
5278,Yellow_Ribbon,,1,0,0,,,,Upper,,20,Any,Yes,No,,노란색리본,,,
5279,Drooping_Kitty_C,,1,15,0,,,,Upper,,0,Any,No,No,,늘어진고양이,,,
5280,Magestic_Goat_C,,5,0,0,,,,Upper,,0,Any,No,No,,마제스틱고우트,,,
5281,Deviruchi_Cap_C,,2,0,0,,,,Upper,,0,Any,No,No,,새끼악마모자,,,
5282,euRO_Baseball_Cap,,3,0,1,,,,Upper,,0,Any,Yes,No,,야구모자,,,
5283,Chick_Hat,,1,0,0,,,,Upper,,10,Any,No,No,,병아리모자,,,
5284,Water_Lily_Crown,,0,3,1,,,,Upper,,30,Any,No,No,,수련왕관,,,
5285,Vane_Hairpin,,2,0,1,,,,Upper,,30,Any,No,No,,풍차비녀,,,
5286,Pecopeco_Hairband,,3,0,0,,,,Upper,,70,Any,Yes,No,,페코페코머리띠,,,
5287,Vacation_Hat,,1,0,1,,,,Upper,,30,Any,No,No,,바캉스모자,,,
5288,Red_Glasses,,1,5,0,,,,Mid,,10,Any,No,Yes,,빨간안경,,,
5289,Vanilmirth_Hat,,0,5,0,,,,Upper,,30,Any,No,Yes,,바닐미르스모자,,,
5290,Drooping_Bunny_,,1,0,0,,,,Upper,,0,Any,Yes,No,,늘어진토끼,,,
5291,Kettle_Hat,,4,0,0,,,,Upper,,30,Any,Yes,No,,주전자모자,,,
5292,Dragon_Skull,,5,0,0,,,,Upper,,50,Any,Yes,No,,용의해골,,,
5293,Ramen_Hat,,1,0,0,,,,Upper,,30,Any,No,No,,라면모자,,,
5296,Drooping_Nine_Tail_,,1,0,1,,,,Upper,,0,Any,Yes,No,,늘어진구미호,,,
5297,Soulless_Wing_,,2,0,1,,,,Upper,,0,Any,Yes,No,,소울리스윙,,,
5300,Bullock_Helm,,2,0,0,,,,Upper,,45,Any,Yes,No,,뿔투구모자,,,
5301,Russian_Ribbon,,0,0,0,,,,Upper,,0,Any,Yes,No,,러시아리본,,,
5302,Lotus_Flower_Hat,,1,0,0,,,,Upper,,30,Any,Yes,No,,연꽃모자,,,
5303,Flower_Coronet,,1,5,0,,,,Upper,,0,Any,Yes,No,,화관,,,
5305,Pirate_Dagger,,0,0,0,,,,Lower,,0,Any,No,No,,해적의대거,,,
5306,Freyja_Crown,,12,0,0,,,,Upper,,0,Any,No,No,,프레이야의크라운,,,
5307,Carmen_Miranda's_Hat,,3,3,0,,,,Upper,,0,Any,Yes,No,,열대과일모자,,,
5308,Brazilian_Flag_Hat,,3,0,1,,,,Upper,,0,Any,Yes,No,,브라질국기모자,,,
5310,Bulb_Hairband,,3,0,1,,,,Upper,,0,Any,Yes,No,,반짝전구머리띠,,,
5311,Large_Hibiscus,,1,15,1,,,,Upper,,0,Any,Yes,No,,큰하이비스커스,,,
5312,Ayothaya_Hat,,5,0,1,,,,Upper,,0,Any,Yes,No,,아요타야모자,,,
5315,Observer,,1,0,0,,,,Mid,,35,Any,No,Yes,,옵저버,,,
5316,Umbrella_Hat,,2,0,0,,,,Upper,,50,Any,Yes,No,,우산모자,,,
5317,Fisherman_Hat,,2,0,0,,,,Upper,,50,Any,Yes,No,,어부의모자,,,
5318,Poring_Party_Hat,,2,0,0,,,,Upper,,0,Any,Yes,No,,포링파티모자,,,
5319,Hellomother_Hat,,2,0,0,,,,Upper,,10,Any,Yes,No,,파란엔젤링모자,,,
5320,Champion_Wreath,,4,0,0,,,,Upper,,0,Any,Yes,No,,월계관,,,
5321,Indonesian_Bandana,,2,0,0,,,,Upper,,0,Any,Yes,No,,인도네시아헤어밴드,,,
5322,Scarf,,2,2,0,,,,Upper,,24,Any,Yes,No,,스카프,,,
5323,Misstrance_Crown,,10,0,0,,,,Upper,,0,Any,No,No,,미스트레스왕관,,,
5324,Little_Angel_Doll,,2,0,0,,,,Upper,,10,Any,Yes,No,,리틀엔젤돌,,,
5325,Robo_Eye,,1,0,0,,,,Mid,,10,Any,No,Yes,,로보아이,,,
5326,Masquerade_C,,1,0,0,,,,Mid,,0,Any,No,No,,나비가면,,,
5328,Evil_Wing_Ears_C,,2,0,0,,,,Mid,,0,Any,No,No,,악마날개귀,,,
