Id,Code,Name,Weight,Price,IsUnique,IsUseable,ItemClass,Effect,Sprite,Comment
1060,Golden_Hair,Golden Hair,10,430,FALSE,FALSE,Etc,,금빛머리카락,
1061,Witch_Starsand,Witch Starsand,10,484,FALSE,FALSE,Etc,,마녀의별모래,
1062,Pumpkin_Head,Jack o' Pumpkin,10,374,FALSE,FALSE,Etc,,호박머리,
1063,Fang,Fang,10,680,FALSE,FALSE,Etc,,날카로운송곳니,
1064,Reins,Reins,10,802,FALSE,FALSE,Etc,,말고삐,
1065,Trap,Trap,10,100,FALSE,FALSE,Etc,,트랩,
1066,Trunk_1,Fine-Grained Trunk,10,2,FALSE,FALSE,Etc,,궁수전직나무,
1067,Trunk_2,Solid Trunk,10,2,FALSE,FALSE,Etc,,궁수전직나무,
1068,Trunk_3,Barren Trunk,10,2,FALSE,FALSE,Etc,,궁수전직나무,
1069,Mushroom_Of_Thief_1,Orange Net Mushroom,10,2,FALSE,FALSE,Etc,,도둑전직버섯,
1070,Mushroom_Of_Thief_2,Orange Gooey Mushroom,10,2,FALSE,FALSE,Etc,,도둑전직버섯,
1072,Delivery_Message,Delivery Message,10,0,FALSE,FALSE,Etc,,상인만수편지,
1092,Empty_Cylinder,Empty Test Tube,10,3,FALSE,FALSE,Etc,,빈시험관,
1093,Empty_Potion,Empty Potion Bottle,10,10,FALSE,FALSE,Etc,,빈포션병,
1094,Short_Daenggie,Short Daenggie,10,278,FALSE,FALSE,Etc,,짧은댕기머리,
1095,Needle_Of_Alarm,Needle of Alarm,10,546,FALSE,FALSE,Etc,,시계바늘,
1096,Round_Shell,Round Shell,10,780,FALSE,FALSE,Etc,,둥근껍질,
1097,Worn_Out_Page,Worn Out Page,10,948,FALSE,FALSE,Etc,,낡은책장,
1098,Manacles,Manacles,10,658,FALSE,FALSE,Etc,,수갑,
1099,Worn_Out_Prison_Uniform,Worn Out Prison Uniform,10,680,FALSE,FALSE,Etc,,낡은죄수복,
7001,Mould_Powder,Mold Powder,10,466,FALSE,FALSE,Etc,,곰팡이가루,
7002,Ogre_Tooth,Ogre Tooth,10,658,FALSE,FALSE,Etc,,오우거의이빨,
7003,Anolian_Skin,Anolian Skin,10,968,FALSE,FALSE,Etc,,아놀리안피부,
7004,Mud_Lump,Mud Lump,10,876,FALSE,FALSE,Etc,,진흙덩어리,
7005,Skull,Skull,10,1044,FALSE,FALSE,Etc,,해골바가지,
7006,Wing_Of_Red_Bat,Wing of Red Bat,10,168,FALSE,FALSE,Etc,,붉은박쥐의날개,
7007,Claw_Of_Rat,Claw of Rat,10,748,FALSE,FALSE,Etc,,큰쥐의발톱,
7008,Stiff_Horn,Stiff Horn,10,636,FALSE,FALSE,Etc,,매우딱딱한뿔,
7009,Glitter_Shell,Glitter Shell,10,528,FALSE,FALSE,Etc,,화려한껍질,
7010,Tail_Of_Steel_Scorpion,Tail of Steel Scorpion,10,548,FALSE,FALSE,Etc,,강철전갈의꼬리,
7011,Claw_Of_Monkey,Claw of Monkey,10,466,FALSE,FALSE,Etc,,원숭이의손톱,
7012,Tough_Scalelike_Stem,Tough Scalelike Stem,10,412,FALSE,FALSE,Etc,,질긴비늘줄기,
7013,Coral_Reef,Coral Reef,10,772,FALSE,FALSE,Etc,,산호초,
7014,Old_Portrait,Old Portrait,100,1500,FALSE,FALSE,Etc,,낡은자화상,
7015,Bookclip_In_Memory,Bookclip in Memory,20,3000,FALSE,FALSE,Etc,,추억의책갈피,
7016,Spoon_Stub,Spoon Stub,20,2500,FALSE,FALSE,Etc,,낡은숫가락,
7017,Executioner's_Mitten,Executioner's Mitten,30,4500,FALSE,FALSE,Etc,,집행인의장갑,
7018,Young_Twig,Young Twig,10,50,FALSE,FALSE,Etc,,어린나뭇가지,
7019,Loki's_Whispers,Loki's Whispers,10,20,FALSE,FALSE,Etc,,로키의속삭임,
7020,Mother's_Nightmare,Mother's Nightmare,10,20,FALSE,FALSE,Etc,,어머니의악몽,
7021,Foolishness_Of_Blind,Foolishness of the Blind,10,20,FALSE,FALSE,Etc,,장님의어리석음,
7022,Old_Hilt,Old Hilt,30,150,FALSE,FALSE,Etc,,낡은손잡이,
7023,Blade_Lost_In_Darkness,Blade Lost in Darkness,40,12000,FALSE,FALSE,Etc,,어둠에잠긴칼날,
7024,Bloody_Edge,Bloody Edge,40,10000,FALSE,FALSE,Etc,,피로물든칼날,
7025,Lucifer's_Lament,Lucifer's Lament,50,30000,FALSE,FALSE,Etc,,마왕의슬픔,
7026,Key_Of_Clock_Tower,Key of Clock Tower,30,100,FALSE,FALSE,Etc,,시계탑열쇠,
7027,Underground_Key,Key of Underground,30,100,FALSE,FALSE,Etc,,탑지하열쇠,
7030,Claw_Of_Desert_Wolf,Claw of Desert Wolf,10,208,FALSE,FALSE,Etc,,늑대의발톱,
7031,Old_Frying_Pan,Old Frying Pan,10,196,FALSE,FALSE,Etc,,헌후라이펜,
7032,Piece_Of_Egg_Shell,Piece of Egg Shell,10,168,FALSE,FALSE,Etc,,달걀껍질조각,
7033,Poison_Spore,Poison Spore,10,114,FALSE,FALSE,Etc,,버섯포자,
7034,Red_Socks_With_Holes,Red Stocking,10,100,FALSE,FALSE,Etc,,구멍난빨간양말,
7035,Matchstick,Matchstick,10,100,FALSE,FALSE,Etc,,성냥,
7036,Fang_Of_Garm,Fang of Hati,10,100,FALSE,FALSE,Etc,,가름의이빨,
7038,Yarn,Yarn,10,100,FALSE,FALSE,Etc,,털실,
7040,Megaphone,Megaphone,10,1,FALSE,FALSE,Etc,,확성기,
7041,Fine_Grit,Fine Grit,10,120,FALSE,FALSE,Etc,,별의조각,
7042,Leather_Bag_Of_Infinity,Leather Bag of Infinity,10,1,FALSE,FALSE,Etc,,무한가죽주머니,
7043,Fine_Sand,Fine Sand,10,100,FALSE,FALSE,Etc,,별의가루,
7044,Vigorgra,Vigorgra,10,1,FALSE,FALSE,Etc,,안티페인멘트,
7047,Alice's_Apron,Alice's Apron,10,2424,FALSE,FALSE,Etc,,엘리스의앞치마,
7048,Talon_Of_Griffin,Talon of Griffon,10,5418,FALSE,FALSE,Etc,,새의발톱,
7049,Stone,Stone,30,0,FALSE,FALSE,Etc,,돌,
7053,Cyfar,Cyfar,10,772,FALSE,FALSE,Etc,,사이파,
7054,Brigan,Brigan,10,746,FALSE,FALSE,Etc,,브리간,
7058,Gullraifnir,Gleipnir,500,1,FALSE,FALSE,Etc,,글라이프니르,
7059,Cargo_Free_Ticket,Free Storage Voucher,10,1,FALSE,FALSE,Etc,,쿠폰,
7060,Warp_Free_Ticket,Free Transit Voucher,10,1,FALSE,FALSE,Etc,,쿠폰,
7061,Cart_Free_Ticket,Free Pushcart Voucher,10,1,FALSE,FALSE,Etc,,쿠폰,
7063,Soft_Feather,Soft Feather,10,280,FALSE,FALSE,Etc,,부드러운깃털,
7064,Dragon_Fly_Wing,Wing of Dragonfly,10,520,FALSE,FALSE,Etc,,잠자리의날개,
7065,Sea_Otter_Leather,Sea Otter Fur,10,820,FALSE,FALSE,Etc,,해달의가죽,
7066,Ice_Piece,Ice Cubic,10,660,FALSE,FALSE,Etc,,얼음조각,
7067,Stone_Piece,Stone Fragment,10,640,FALSE,FALSE,Etc,,돌,
7068,Burn_Tree,Burnt Tree,10,722,FALSE,FALSE,Etc,,타다만장작,
7069,Broken_Armor_Piece,Destroyed Armor,10,1042,FALSE,FALSE,Etc,,깨진갑옷조각,
7070,Broken_Shell,Broken Shell,10,900,FALSE,FALSE,Etc,,깨진등껍질,
7071,Tatters_Clothes,Tattered Clothes,10,1280,FALSE,FALSE,Etc,,너덜너덜한옷,
7072,Rust_Suriken,Old Shuriken,10,1780,FALSE,FALSE,Etc,,녹슨수리검,
7073,Jewel_Of_Prayer,Freya's Jewel,500,1,FALSE,FALSE,Etc,,프레이야의보석,
7074,Iron_Glove,Thor's Gauntlets,500,1,FALSE,FALSE,Etc,,토르의쇠장갑,
7075,Iron_Maiden,Iron Maiden,500,1,FALSE,FALSE,Etc,,아이언메이든,
7076,Mystery_Wheel,Wheel of the Unknown,500,1,FALSE,FALSE,Etc,,미지의톱니바퀴,
7077,Silver_Fancy,Silver Ornament,500,1,FALSE,FALSE,Etc,,은장식,
7078,Anger_Of_Valkurye,Wrath of Valkyrie,500,1,FALSE,FALSE,Etc,,발키리의분노,
7079,Feather_Of_Angel,Feather of Angel Wing,500,1,FALSE,FALSE,Etc,,천사의날개깃털,
7080,Foot_Step_Of_Cat,Cat Tread,500,1,FALSE,FALSE,Etc,,고양이의발소리,
7081,Beard_Of_Women,Woman's Moustache,500,1,FALSE,FALSE,Etc,,여인의수염,
7082,Root_Of_Stone,Root of Stone,500,1,FALSE,FALSE,Etc,,돌의뿌리,
7083,Soul_Of_Fish,Spirit of Fish,500,1,FALSE,FALSE,Etc,,물고기의영혼,
7084,Saliva_Of_Bird,Sputum of Bird,500,1,FALSE,FALSE,Etc,,새의침,
7085,Tendon_Of_Bear,Sinew of Bear,500,1,FALSE,FALSE,Etc,,곰의힘줄,
7086,Symbol_Of_Sun,Emblem of the Sun God,500,1,FALSE,FALSE,Etc,,태양신의상징,
7087,Breath_Of_Soul,Breath of Spirit,500,1,FALSE,FALSE,Etc,,영혼의숨소리,
7088,Crystal_Of_Snow,Snow Crystal,500,1,FALSE,FALSE,Etc,,눈의결정,
7089,Indication_Of_Tempest,Omen of Tempest,500,1,FALSE,FALSE,Etc,,폭풍우의징조,
7090,Slilince_Wave,Ripple,500,1,FALSE,FALSE,Etc,,조용한물결,
7091,Rough_Billows,Billow,500,1,FALSE,FALSE,Etc,,몰아치는파도,
7092,Air_Stream,Drifting Air,500,1,FALSE,FALSE,Etc,,흐르는공기,
7093,Wheel,Cogwheel,10,1512,FALSE,FALSE,Etc,,톱니바퀴,
7094,Mystery_Piece,Fragment,10,1344,FALSE,FALSE,Etc,,미지의조각,
7095,Broken_Steel_Piece,Metal Fragment,10,1075,FALSE,FALSE,Etc,,깨진금속파편,
7096,Cold_Magma,Lava,10,1109,FALSE,FALSE,Etc,,굳어버린용암,
7097,Burning_Heart,Burning Heart,10,924,FALSE,FALSE,Etc,,불타는심장,
7098,Live_Coal,Live Coal,10,638,FALSE,FALSE,Etc,,불씨,
7099,Old_Magic_Circle,Worn Out Magic Scroll,10,773,FALSE,FALSE,Etc,,낡은마법진,
7100,Sharp_Leaf,Sharp Leaf,10,806,FALSE,FALSE,Etc,,날카로운잎사귀,
7101,Peco_Wing_Feather,Peco Peco Feather,10,454,FALSE,FALSE,Etc,,페코날개깃털,
7104,Fake_Angel_Wing,False Angel Wing,10,756,FALSE,FALSE,Etc,,가짜천사의날개,
7105,Fake_Angel_Loop,False Heaven Ring,10,924,FALSE,FALSE,Etc,,가짜영혼의고리,
7106,Goat's_Horn,Antelope Horn,10,672,FALSE,FALSE,Etc,,산양의뿔,
7107,Gaoat's_Skin,Antelope Skin,10,756,FALSE,FALSE,Etc,,산양의모피,
7108,Boroken_Shiled_Piece,Piece of Shield,10,1680,FALSE,FALSE,Etc,,깨진방패조각,
7109,Shine_Spear_Blade,Shining Spear Blade,10,840,FALSE,FALSE,Etc,,빛나는창날,
7110,Vroken_Sword,Broken Sword,10,588,FALSE,FALSE,Etc,,깨진검,
7111,Smooth_Paper,Slick Paper,10,706,FALSE,FALSE,Etc,,매끈한종이,
7112,Fright_Paper_Blade,Sharp Paper,10,907,FALSE,FALSE,Etc,,섬뜩한종이칼날,
7113,Broken_Pharaoh_Symbol,Broken Pharaoh Emblem,10,2016,FALSE,FALSE,Etc,,깨진파라오상징,
7114,Tutankhamen's_Mask,Masque of Tutankhamen,10,10,FALSE,FALSE,Etc,,투탄카멘마스크,
7115,Harpy's_Feather,Harpy Feather,10,1142,FALSE,FALSE,Etc,,하피의깃털,
7116,Harpy's_Claw,Harpy Talon,10,1210,FALSE,FALSE,Etc,,하피의발톱,
7117,Rent_Spell_Book,Torn Magic Book,10,1142,FALSE,FALSE,Etc,,찢어진마법서,
7118,Rent_Scroll,Torn Scroll,10,1361,FALSE,FALSE,Etc,,찢어진스크롤,
7119,Spawns,Bacillus,10,1025,FALSE,FALSE,Etc,,균사체,
7120,Burning_Horse_Shoe,Burning Horseshoe,10,823,FALSE,FALSE,Etc,,불타는말발굽,
7121,Honey_Jar,Honey Pot,10,622,FALSE,FALSE,Etc,,꿀단지,
7122,Hot_Hair,Burning Hair,10,974,FALSE,FALSE,Etc,,뜨거운털,
7123,Dragon's_Skin,Dragon Skin,10,1025,FALSE,FALSE,Etc,,드래곤의껍질,
7124,Sand_Lump,Sand Clump,10,706,FALSE,FALSE,Etc,,모래덩어리,
7125,Scropion's_Nipper,Scorpion Claw,10,706,FALSE,FALSE,Etc,,전갈의집게발,
7126,Large_Jellopy,Large Jellopy,10,840,FALSE,FALSE,Etc,,라지젤로피,
7127,Alcol_Create_Book,Alcohol Creation Guide,10,100000,FALSE,FALSE,Etc,,알콜제조책,
7128,FireBottle_Create_Book,Bottle Grenade Creation Guide,10,100000,FALSE,FALSE,Etc,,화염병제조책,
7129,Acid_Create_Book,Acid Bottle Creation Guide,10,100000,FALSE,FALSE,Etc,,염산병제조책,
7130,Plant_Create_Book,Plant Bottle Creation Guide,10,100000,FALSE,FALSE,Etc,,식물병제조책,
7131,Mine_Create_Book,Marine Sphere Creation Guide,10,100000,FALSE,FALSE,Etc,,기뢰병제조책,
7132,Coating_Create_Book,Coating Bottle Creation Guide,10,100000,FALSE,FALSE,Etc,,코팅약제조책,
7133,Slim_Potion_Create_Book,Condensed Potion Creation Guide,10,240000,FALSE,FALSE,Etc,,슬림포션제조책,
7134,Medicine_Bowl,Medicine Bowl,10,8,FALSE,FALSE,Etc,,약사발,
7135,Fire_Bottle,Grenade Bottle,10,200,FALSE,FALSE,Etc,,화염병,
7136,Acid_Bottle,Acid Bottle,10,200,FALSE,FALSE,Etc,,염산병,
7137,MenEater_Plant_Bottle,Plant Bottle,10,200,FALSE,FALSE,Etc,,식인식물병,
7138,Mini_Bottle,Marine Sphere Bottle,10,200,FALSE,FALSE,Etc,,기뢰병,
7139,Coating_Bottle,Coating Bottle,10,200,FALSE,FALSE,Etc,,코팅약,
7140,Seed_Of_Life,Seed of Life,10,60000,FALSE,FALSE,Etc,,생명의씨앗,
7141,Yggdrasilberry_Dew,Morning Dew of Yggdrasil,10,20000,FALSE,FALSE,Etc,,이그드라실이슬,
7142,Germination_Breed,Embryo,10,10,FALSE,FALSE,Etc,,엠브리오,
7143,Life_Force_Pot,Glass Tube,10,5000,FALSE,FALSE,Etc,,유리관,
7144,Normal_Potion_Book,Potion Creation Gude,10,100000,FALSE,FALSE,Etc,,일반포션제조책,
7148,Mother_Letter,Mother's Letter,10,1,FALSE,FALSE,Etc,,상인만수편지,
7149,Yellow_Plate,Yellow Plate,10,220,FALSE,FALSE,Etc,,노란접시,
7150,Bamboo_Cut,Piece of Bamboo,10,310,FALSE,FALSE,Etc,,대나무조각,
7151,Oil_Paper,Oil Paper,10,210,FALSE,FALSE,Etc,,기름종이,
7152,Glossy_Hair,Glossy Hair,10,340,FALSE,FALSE,Etc,,윤기있는머리칼,
7153,Old_Japaness_Clothes,Worn Out Kimono,10,590,FALSE,FALSE,Etc,,낡은기모노,
7154,Poison_Powder,Poisonous Powder,10,160,FALSE,FALSE,Etc,,독가루,
7155,Poison_Toad's_Skin,Poisonous Toad Skin,10,280,FALSE,FALSE,Etc,,독두꺼비의껍질,
7156,Broken_Shuriken,Broken Shuriken,10,470,FALSE,FALSE,Etc,,깨진슈리켄,
7157,Black_Mask,Dark Mask,10,315,FALSE,FALSE,Etc,,검은복면,
7158,Broken_Wine_Vessel,Broken Liquor Jar,10,160,FALSE,FALSE,Etc,,깨진술동이,
7159,Tengu's_Nose,Tengu Nose,10,400,FALSE,FALSE,Etc,,천구의코,
7160,Lord's_Passable_Ticket,Feudal Lord Permit,10,1,FALSE,FALSE,Etc,,영주의통행증,
7161,Black_Bear's_Skin,Black Bear Skin,10,384,FALSE,FALSE,Etc,,검은곰의털가죽,
7162,Cloud_Piece,Cloud Crumb,10,390,FALSE,FALSE,Etc,,구름조각,
7163,Sharp_Feeler,Hard Feeler,10,570,FALSE,FALSE,Etc,,날카로운더듬이,
7164,Hard_Peach,Solid Peach,10,400,FALSE,FALSE,Etc,,단단한복숭아,
7165,Limpid_Celestial_Robe,Transparent Celestial Robe,10,650,FALSE,FALSE,Etc,,투명한날개옷,
7166,Soft_Silk_Cloth,Soft Silk,10,1200,FALSE,FALSE,Etc,,부드러운비단천,
7167,Mystery_Iron_Bit,Strange Steel Piece,10,430,FALSE,FALSE,Etc,,오묘한철조각,
7168,Great_Wing,Giant Butterfly Wing,10,614,FALSE,FALSE,Etc,,커다란날개,
7169,Taegeuk_Plate,Ba Gua,10,2800,FALSE,FALSE,Etc,,태극패,
7170,Tuxedo,Tuxedo,10,43000,FALSE,FALSE,Etc,,턱시도,
7171,Leopard_Skin,Leopard Skin,10,282,FALSE,FALSE,Etc,,표범의가죽,
7172,Leopard_Talon,Leopard Claw,10,290,FALSE,FALSE,Etc,,표범의발톱,
7174,Packing_Ribbon,Wrapping Lace,10,0,FALSE,FALSE,Etc,,끈,
7175,Packing_Paper,Wrapping Paper,10,0,FALSE,FALSE,Etc,,포장지,
7177,Part_Of_Star's_Sob,Crumb of Sobbing Starlight,0,0,FALSE,FALSE,Etc,,별의흐느낌조각,
7178,Star's_Sob,Sobbing Starlight,0,0,FALSE,FALSE,Etc,,별의흐느낌,
7181,Receipt_01,Receipt,10,0,FALSE,FALSE,Etc,,물품영수증_01,
7182,Cacao,Cacao,20,200,FALSE,FALSE,Etc,,카카오,
7183,Sister_Letter,Letter from Sister,10,0,FALSE,FALSE,Etc,,편지01,
7184,Piano_Keyboard,Piano Key,10,0,FALSE,FALSE,Etc,,건반,
7186,Thin_Stem,Thin Trunk,10,380,FALSE,FALSE,Etc,,가는줄기,
7187,Festival_Mask,Festival Mask,10,100,FALSE,FALSE,Etc,,가면,
7188,Browny_Root,Brown Root,10,560,FALSE,FALSE,Etc,,갈색뿌리,
7189,Heart_Of_Tree,Wooden Heart,10,680,FALSE,FALSE,Etc,,나무심장,
7190,Solid_Peeling,Solid Husk,10,140,FALSE,FALSE,Etc,,단단한등껍질,
7191,Lamplight,Lamp,10,0,FALSE,FALSE,Etc,,등불,
7192,Blade_Of_Pinwheel,Vane,10,160,FALSE,FALSE,Etc,,바람개비의칼날,
7193,Germinating_Sprout,Sprout,10,230,FALSE,FALSE,Etc,,발아새싹,
7194,Soft_Leaf,Soft Blade of Grass,10,400,FALSE,FALSE,Etc,,부드러운풀잎,
7195,Air_Rifle,Slingshot,10,210,FALSE,FALSE,Etc,,새총,
7196,Shoulder_Protection,Shoulder Protector,10,230,FALSE,FALSE,Etc,,어깨보호대,
7197,Tough_Vines,Tough Vines,10,500,FALSE,FALSE,Etc,,질긴나무덩쿨,
7198,Great_Leaf,Huge Leaf,10,610,FALSE,FALSE,Etc,,커다란잎사귀,
7200,Flexible_String,Elastic Band,10,380,FALSE,FALSE,Etc,,탄력있는줄,
7201,Log,Log,10,250,FALSE,FALSE,Etc,,통나무,
7202,Beetle_Nipper,Pincher of Beetle,10,290,FALSE,FALSE,Etc,,투구벌레의집게,
7203,Solid_Twig,Strong Branch,10,190,FALSE,FALSE,Etc,,튼튼한나무가지,
7204,Gunpowder,Gunpowder,10,320,FALSE,FALSE,Etc,,화약,
7205,Piece_Of_Black_Cloth,Piece of Black Cloth,10,526,FALSE,FALSE,Etc,,검은천조각,
7206,Black_Kitty_Doll,Black Cat Doll,10,1440,FALSE,FALSE,Etc,,고양이인형,
7207,Old_Manteau,Old Manteau,10,1050,FALSE,FALSE,Etc,,너덜거리는망토,
7208,Rusty_Cleaver,Rusty Kitchen Knife,10,1780,FALSE,FALSE,Etc,,녹슨식칼,
7209,Dullahan's_Helm,Helm of Dullahan,10,1350,FALSE,FALSE,Etc,,듀라한의투구,
7210,Dullahan_Armor,Armor Piece of Dullahan,10,790,FALSE,FALSE,Etc,,듀라한갑옷조각,
7211,Rojerta_Piece,Fragment of Rossata Stone,10,2600,FALSE,FALSE,Etc,,로제타스톤,
7212,Hanging_Doll,Hung Doll,10,1020,FALSE,FALSE,Etc,,매달린인형,
7213,Needle_Pouch,Needle Packet,10,832,FALSE,FALSE,Etc,,바늘쌈지,
7214,Bat_Cage,Bat Cage,10,880,FALSE,FALSE,Etc,,박쥐우리,
7215,Broken_Needle,Broken Needle,10,690,FALSE,FALSE,Etc,,부러진바늘,
7216,Red_Scarf,Red Muffler,10,660,FALSE,FALSE,Etc,,빨간마후라,
7217,Spool,Spool,10,424,FALSE,FALSE,Etc,,실패,
7218,Rotten_Rope,Decomposed Rope,10,390,FALSE,FALSE,Etc,,썩은밧줄,
7219,Striped_Socks,Striped Sock,10,920,FALSE,FALSE,Etc,,알록달록한양말,
7220,Ectoplasm,Ectoplasm,10,322,FALSE,FALSE,Etc,,액토플라즘,
7221,Tangled_Chain,Tangled Chains,10,740,FALSE,FALSE,Etc,,얽어맨사슬,
7222,Tree_Knot,Wooden Gnarl,10,468,FALSE,FALSE,Etc,,옹이,
7223,Distorted_Portrait,Contorted Self-Portrait,10,2032,FALSE,FALSE,Etc,,일그러진자화상,
7225,Pumpkin_Bucket,Pumpkin Bucket,10,486,FALSE,FALSE,Etc,,호박초롱,
7226,Pill,Pellet,10,2,FALSE,FALSE,Etc,,환약,
1101,Sword,Sword,500,100,TRUE,FALSE,Weapon,,소드,
1102,Sword_,Sword,500,100,TRUE,FALSE,Weapon,,소드,
1103,Sword__,Sword,500,100,TRUE,FALSE,Weapon,,소드,
1104,Falchion,Falchion,600,1500,TRUE,FALSE,Weapon,,폴쳔,
1105,Falchion_,Falchion,600,1500,TRUE,FALSE,Weapon,,폴쳔,
1106,Falchion__,Falchion,600,1500,TRUE,FALSE,Weapon,,폴쳔,
1107,Blade,Blade,700,2900,TRUE,FALSE,Weapon,,블레이드,
1108,Blade_,Blade,700,2900,TRUE,FALSE,Weapon,,블레이드,
1109,Blade__,Blade,700,2900,TRUE,FALSE,Weapon,,블레이드,
1110,Rapier,Rapier,500,10000,TRUE,FALSE,Weapon,,레이피어,
1111,Rapier_,Rapier,500,10000,TRUE,FALSE,Weapon,,레이피어,
1112,Rapier__,Rapier,500,10000,TRUE,FALSE,Weapon,,레이피어,
1113,Scimiter,Scimiter,700,17000,TRUE,FALSE,Weapon,,시미터,
1114,Scimiter_,Scimiter,700,17000,TRUE,FALSE,Weapon,,시미터,
1115,Scimiter__,Scimiter,700,17000,TRUE,FALSE,Weapon,,시미터,
1116,Katana,Katana,1000,2000,TRUE,FALSE,Weapon,,카타나,
1117,Katana_,Katana,1000,2000,TRUE,FALSE,Weapon,,카타나,
1118,Katana__,Katana,1000,2000,TRUE,FALSE,Weapon,,카타나,
1119,Tsurugi,Tsurugi,1200,51000,TRUE,FALSE,Weapon,,츠루기,
1120,Tsurugi_,Tsurugi,1200,51000,TRUE,FALSE,Weapon,,츠루기,
1121,Tsurugi__,Tsurugi,1200,51000,TRUE,FALSE,Weapon,,츠루기,
1122,Ring_Pommel_Saber,Ring Pommel Saber,900,24000,TRUE,FALSE,Weapon,,환두태도,
1123,Haedonggum,Haedonggum,900,50000,TRUE,FALSE,Weapon,,해동검,
1124,Orcish_Sword,Orcish Sword,800,20,TRUE,FALSE,Weapon,,오키쉬소드,
1125,Ring_Pommel_Saber_,Ring Pommel Saber,900,24000,TRUE,FALSE,Weapon,,환두태도,
1126,Saber,Saber,1000,49000,TRUE,FALSE,Weapon,,세이버,
1127,Saber_,Saber,1000,49000,TRUE,FALSE,Weapon,,세이버,
1128,Haedonggum_,Haedonggum,900,50000,TRUE,FALSE,Weapon,,해동검,
1129,Flamberge,Flamberge,1500,60000,TRUE,FALSE,Weapon,,프람베르그,
1130,Nagan,Nagan,500,20,TRUE,FALSE,Weapon,,네이건,
1131,Ice_Falchion,Ice_Falchion,600,20,TRUE,FALSE,Weapon,,아이스팔시온,
1132,Edge,Edge,700,20,TRUE,FALSE,Weapon,,엣지,
1133,Fire_Brand,Fire_Brand,500,20,TRUE,FALSE,Weapon,,화이어브랜드,
1134,Scissors_Sword,Scissors_Sword,700,20,TRUE,FALSE,Weapon,,시저즈소드,
1135,Cutlus,Cutlus,900,20,TRUE,FALSE,Weapon,,커틀러스,
1136,Solar_Sword,Solar Sword,1200,20,TRUE,FALSE,Weapon,,태양검,
1137,Excalibur,Excalibur,1200,20,TRUE,FALSE,Weapon,,엑스칼리버,
1138,Mistilteinn,Mistilteinn,1000,20,TRUE,FALSE,Weapon,,미스틸테인,
1139,Tyrfing,Tyrfing,1000,20,TRUE,FALSE,Weapon,,테일핑,
1140,Byeol-ungeom,Byeol-ungeom,900,20,TRUE,FALSE,Weapon,,별운검,
1141,Immaterial_Sword,Immaterial Sword,900,20,TRUE,FALSE,Weapon,,무형검,
1151,Slayer,Slayer,1300,15000,TRUE,FALSE,Weapon,,슬레이어,
1152,Slayer_,Slayer,1300,15000,TRUE,FALSE,Weapon,,슬레이어,
1153,Slayer__,Slayer,1300,15000,TRUE,FALSE,Weapon,,슬레이어,
1154,Bastard_Sword,Bastard Sword,1600,22500,TRUE,FALSE,Weapon,,바스타드소드,
1155,Bastard_Sword_,Bastard Sword,1600,22500,TRUE,FALSE,Weapon,,바스타드소드,
1156,Bastard_Sword__,Bastard Sword,1600,22500,TRUE,FALSE,Weapon,,바스타드소드,
1157,Two_Hand_Sword,Two-Handed Sword,2200,60000,TRUE,FALSE,Weapon,,투핸드소드,
1158,Two_Hand_Sword_,Two-Handed Sword,2200,60000,TRUE,FALSE,Weapon,,투핸드소드,
1159,Two_Hand_Sword__,Two-Handed Sword,2200,60000,TRUE,FALSE,Weapon,,투핸드소드,
1160,Broad_Sword,Broad Sword,2000,65000,TRUE,FALSE,Weapon,,브로드소드,
1161,Balmung,Balmung,1000,20,TRUE,FALSE,Weapon,,발뭉,
1162,Broad_Sword_,Broad_Sword_,2000,65000,TRUE,FALSE,Weapon,,브로드소드,
1163,Claymore,Claymore,2500,74000,TRUE,FALSE,Weapon,,크레이모어,
1164,Muramasa,Muramasa,1000,20,TRUE,FALSE,Weapon,,무라마사,
1165,Masamune,Masamune,1000,20,TRUE,FALSE,Weapon,,마사무네,
1166,Dragon_Slayer,Dragon_Slayer,1300,20,TRUE,FALSE,Weapon,,드래곤슬레이어,
1167,Schweizersabel,Schweizersabel,1600,20,TRUE,FALSE,Weapon,,슈바이체르샤벨,
1168,Zweihander,Zweihander,2200,20,TRUE,FALSE,Weapon,,즈바이핸더,
1169,Executioner_,Executioner,2200,20,TRUE,FALSE,Weapon,,액서큐셔너,
1170,Katzbalger,Katzbalger,2000,20,TRUE,FALSE,Weapon,,카츠발게르,
1171,Zweihander_,Zweihander,2200,20,TRUE,FALSE,Weapon,,즈바이핸더,
1172,Claymore_,Claymore,2500,74000,TRUE,FALSE,Weapon,,크레이모어,
1201,Knife,Knife,400,50,TRUE,FALSE,Weapon,,나이프,
1202,Knife_,Knife,400,50,TRUE,FALSE,Weapon,,나이프,
1203,Knife__,Knife,400,50,TRUE,FALSE,Weapon,,나이프,
1204,Cutter,Cutter,500,1250,TRUE,FALSE,Weapon,,커터,
1205,Cutter_,Cutter,500,1250,TRUE,FALSE,Weapon,,커터,
1206,Cutter__,Cutter,500,1250,TRUE,FALSE,Weapon,,커터,
1207,Main_Gauche,Main Gauche,600,2400,TRUE,FALSE,Weapon,,망고슈,
1208,Main_Gauche_,Main Gauche,600,2400,TRUE,FALSE,Weapon,,망고슈,
1209,Main_Gauche__,Main Gauche,600,2400,TRUE,FALSE,Weapon,,망고슈,
1210,Dirk,Dirk,500,8500,TRUE,FALSE,Weapon,,더크,
