Type,Code,Chance
Old_Violet_Box,3_Carat_Diamond,2
Old_Violet_Box,Cracked_Diamond,2
Old_Violet_Box,Red_Frame,1
Old_Violet_Box,Chung_Jah,1
Old_Violet_Box,China,1
Old_Violet_Box,Black_Ladle,1
Old_Violet_Box,Pencil_Case,1
Old_Violet_Box,Puppet,1
Old_Violet_Box,Poring_Doll,1
Old_Violet_Box,Chonchon_Doll,1
Old_Violet_Box,Spore_Doll,1
Old_Violet_Box,Wedding_Bouquet,1
Old_Violet_Box,Crystal_Mirror,1
Old_Violet_Box,Witherless_Rose,1
Old_Violet_Box,Frozen_Rose,1
Old_Violet_Box,Rocker_Doll,1
Old_Violet_Box,Yoyo_Doll,1
Old_Violet_Box,Racoon_Doll,1
Old_Violet_Box,Rough_Oridecon,1
Old_Violet_Box,Rough_Elunium,1
Old_Violet_Box,Jellopy,1
Old_Violet_Box,Garlet,1
Old_Violet_Box,Scell,1
Old_Violet_Box,Zargon,1
Old_Violet_Box,Orcish_Voucher,1
Old_Violet_Box,Memento,1
Old_Violet_Box,Heroic_Emblem,2
Old_Violet_Box,Gold,2
Old_Violet_Box,Alcohol,2
Old_Violet_Box,Detrimindexta,2
Old_Violet_Box,Karvodailnirol,2
Old_Violet_Box,Counteragent,2
Old_Violet_Box,Mixture,2
Old_Violet_Box,Scarlet_Dyestuffs,2
Old_Violet_Box,Lemon_Dyestuffs,2
Old_Violet_Box,Cobaltblue_Dyestuffs,2
Old_Violet_Box,Darkgreen_Dyestuffs,2
Old_Violet_Box,Orange_Dyestuffs,2
Old_Violet_Box,Violet_Dyestuffs,2
Old_Violet_Box,White_Dyestuffs,2
Old_Violet_Box,Black_Dyestuffs,2
Old_Violet_Box,Oridecon,2
Old_Violet_Box,Elunium,2
Old_Violet_Box,Anvil,1
Old_Violet_Box,Oridecon_Anvil,1
Old_Violet_Box,Golden_Anvil,1
Old_Violet_Box,Emperium_Anvil,2
Old_Violet_Box,Red_Blood,2
Old_Violet_Box,Crystal_Blue,2
Old_Violet_Box,Wind_of_Verdure,2
Old_Violet_Box,Green_Live,2
Old_Violet_Box,Flame_Heart,2
Old_Violet_Box,Mystic_Frozen,2
Old_Violet_Box,Rough_Wind,2
Old_Violet_Box,Great_Nature,2
Old_Violet_Box,Iron,2
Old_Violet_Box,Steel,2
Old_Violet_Box,Star_Crumb,2
Old_Violet_Box,Star_Dust,2
Old_Violet_Box,Iron_Ore,2
Old_Violet_Box,Coal,2
Old_Violet_Box,Chivalry_Emblem,1
Old_Violet_Box,Hammer_of_Blacksmith,1
Old_Violet_Box,Old_Magicbook,1
Old_Violet_Box,Necklace_of_Wisdom,1
Old_Violet_Box,Necklace_of_Oblivion,1
Old_Violet_Box,Hand_of_God,1
Old_Violet_Box,Phracon,1
Old_Violet_Box,Emveretarcon,1
Old_Violet_Box,Trap,1
Old_Violet_Box,Sword_,1
Old_Violet_Box,Falchion_,1
Old_Violet_Box,Blade_,1
Old_Violet_Box,Rapier_,1
Old_Violet_Box,Scimiter_,1
Old_Violet_Box,Katana_,1
Old_Violet_Box,Tsurugi_,1
Old_Violet_Box,Ring_Pommel_Saber_,1
Old_Violet_Box,Saber_,1
Old_Violet_Box,Haedonggum_,1
Old_Violet_Box,Flamberge,1
Old_Violet_Box,Slayer_,1
Old_Violet_Box,Bastard_Sword_,1
Old_Violet_Box,Two-Handed_Sword_,1
Old_Violet_Box,Broad_Sword_,1
Old_Violet_Box,Claymore,1
Old_Violet_Box,Knife_,1
Old_Violet_Box,Cutter_,1
Old_Violet_Box,Main_Gauche_,1
Old_Violet_Box,Dirk_,1
Old_Violet_Box,Dagger_,1
Old_Violet_Box,Stiletto_,1
Old_Violet_Box,Gladius_,1
Old_Violet_Box,Damascus_,1
Old_Violet_Box,Jur_,1
Old_Violet_Box,Katar_,1
Old_Violet_Box,Jamadhar_,1
Old_Violet_Box,Katar_of_Frozen_Icicle,1
Old_Violet_Box,Katar_of_Quaking,1
Old_Violet_Box,Katar_of_Raging_Blaze,1
Old_Violet_Box,Katar_of_Piercing_Wind,1
Old_Violet_Box,Sharpened_Legbone_of_Ghoul,1
Old_Violet_Box,Infiltrator,1
Old_Violet_Box,Axe_,1
Old_Violet_Box,Battle_Axe_,1
Old_Violet_Box,Hammer_,1
Old_Violet_Box,Buster_,1
Old_Violet_Box,Two-Handed_Axe_,1
Old_Violet_Box,Javelin_,1
Old_Violet_Box,Spear_,1
Old_Violet_Box,Pike_,1
Old_Violet_Box,Lance,1
Old_Violet_Box,Guisarme_,1
Old_Violet_Box,Glaive_,1
Old_Violet_Box,Partizan_,1
Old_Violet_Box,Trident_,1
Old_Violet_Box,Halberd_,1
Old_Violet_Box,Club_,1
Old_Violet_Box,Mace_,1
Old_Violet_Box,Smasher_,1
Old_Violet_Box,Flail_,1
Old_Violet_Box,Morning_Star_,1
Old_Violet_Box,Sword_Mace_,1
Old_Violet_Box,Chain_,1
Old_Violet_Box,Book,1
Old_Violet_Box,Bible,1
Old_Violet_Box,Book_of_Billows,1
Old_Violet_Box,Book_of_Mother_Earth,1
Old_Violet_Box,Book_of_Blazing_Sun,1
Old_Violet_Box,Book_of_Gust_of_Wind,1
Old_Violet_Box,Book_of_the_Apocalypse,1
Old_Violet_Box,Girl's_Diary,1
Old_Violet_Box,Rod_,1
Old_Violet_Box,Wand_,1
Old_Violet_Box,Staff_,1
Old_Violet_Box,Arc_Wand_,1
Old_Violet_Box,Mighty_Staff,1
Old_Violet_Box,Bow_,1
Old_Violet_Box,Composite_Bow_,1
Old_Violet_Box,Cross_Bow_,1
Old_Violet_Box,Arbalest_Bow,1
Old_Violet_Box,Gakkung_Bow,1
Old_Violet_Box,Hunter_Bow,1
Old_Violet_Box,Roguemaster's_Bow,1
Old_Violet_Box,Arrow,1
Old_Violet_Box,Silver_Arrow,1
Old_Violet_Box,Fire_Arrow,1
Old_Violet_Box,Steel_Arrow,1
Old_Violet_Box,Crystal_Arrow,1
Old_Violet_Box,Wind_Arrow,1
Old_Violet_Box,Stone_Arrow,1
Old_Violet_Box,Immaterial_Arrow,1
Old_Violet_Box,Stun_Arrow,1
Old_Violet_Box,Frozen_Arrow,1
Old_Violet_Box,Flash_Arrow,1
Old_Violet_Box,Cursed_Arrow,1
Old_Violet_Box,Rusty_Arrow,1
Old_Violet_Box,Poison_Arrow,1
Old_Violet_Box,Sharp_Arrow,1
Old_Violet_Box,Oridecon_Arrow,1
Old_Violet_Box,Shadow_Arrow,1
Old_Violet_Box,Sleep_Arrow,1
Old_Violet_Box,Mute_Arrow,1
Old_Violet_Box,Iron_Arrow,1
Old_Violet_Box,Waghnak_,1
Old_Violet_Box,Knuckle_Dusters_,1
Old_Violet_Box,Studded_Knuckles_,1
Old_Violet_Box,Fist_,1
Old_Violet_Box,Claw_,1
Old_Violet_Box,Finger_,1
Old_Violet_Box,Violin_,1
Old_Violet_Box,Mandolin_,1
Old_Violet_Box,Lute_,1
Old_Violet_Box,Guitar_,1
Old_Violet_Box,Harp_,1
Old_Violet_Box,Gumoongoh_,1
Old_Violet_Box,Rope_,1
Old_Violet_Box,Cord_,1
Old_Violet_Box,Wire_Whip_,1
Old_Violet_Box,Rante_Whip_,1
Old_Violet_Box,Tail_Whip_,1
Old_Violet_Box,Leather_Whip_,1
Old_Violet_Box,Guard_,1
Old_Violet_Box,Buckler_,1
Old_Violet_Box,Shield_,1
Old_Violet_Box,Mirror_Shield_,1
Old_Violet_Box,Sunglasses,1
Old_Violet_Box,Sunglasses_,1
Old_Violet_Box,Glasses,1
Old_Violet_Box,Glasses_,1
Old_Violet_Box,Fancy_Flower,1
Old_Violet_Box,Ribbon_,1
Old_Violet_Box,Kitty_Band,1
Old_Violet_Box,Bunny_Band,1
Old_Violet_Box,Flower_Band,1
Old_Violet_Box,Biretta_,1
Old_Violet_Box,Hat_,1
Old_Violet_Box,Turban_,1
Old_Violet_Box,Goggles_,1
Old_Violet_Box,Cap_,1
Old_Violet_Box,Helm_,1
Old_Violet_Box,Gemmed_Sallet_,1
Old_Violet_Box,Circlet_,1
Old_Violet_Box,Santa_Hat,1
Old_Violet_Box,Big_Ribbon,1
Old_Violet_Box,Coronet,1
Old_Violet_Box,Cute_Ribbon,1
Old_Violet_Box,Unicorn_Horn,1
Old_Violet_Box,Spiky_Band,1
Old_Violet_Box,Mini_Propeller,1
Old_Violet_Box,Clown_Nose,1
Old_Violet_Box,Zorro_Masque,1
Old_Violet_Box,Gangster_Mask,1
Old_Violet_Box,Romantic_Flower,1
Old_Violet_Box,Romantic_Leaf,1
Old_Violet_Box,Jack_be_Dandy,1
Old_Violet_Box,Stop_Post,1
Old_Violet_Box,Doctor_Band,1
Old_Violet_Box,Red_Bandana,1
Old_Violet_Box,Angled_Glasses,1
Old_Violet_Box,Bomb_Wick,1
Old_Violet_Box,Antlers,1
Old_Violet_Box,Pirate_Bandana,1
Old_Violet_Box,Poo_Poo_Hat,1
Old_Violet_Box,Funeral_Hat,1
Old_Violet_Box,Masquerade,1
Old_Violet_Box,Pretend_Murdered,1
Old_Violet_Box,Stellar,1
Old_Violet_Box,Blinder,1
Old_Violet_Box,Binoculars,1
Old_Violet_Box,Green_Feeler,1
Old_Violet_Box,Orc_Helm,1
Old_Violet_Box,Cotton_Shirt_,1
Old_Violet_Box,Jacket_,1
Old_Violet_Box,Adventurer's_Suit_,1
Old_Violet_Box,Mantle_,1
Old_Violet_Box,Coat_,1
Old_Violet_Box,Mink_Coat,1
Old_Violet_Box,Padded_Armor_,1
Old_Violet_Box,Chain_Mail_,1
Old_Violet_Box,Full_Plate_,1
Old_Violet_Box,Silk_Robe_,1
Old_Violet_Box,Scapulare_,1
Old_Violet_Box,Saint's_Robe_,1
Old_Violet_Box,Wooden_Mail_,1
Old_Violet_Box,Tights_,1
Old_Violet_Box,Silver_Robe_,1
Old_Violet_Box,Thief_Clothes_,1
Old_Violet_Box,Ninja_Suit,1
Old_Violet_Box,Wedding_Dress,1
Old_Violet_Box,Pantie,1
Old_Violet_Box,Sandals_,1
Old_Violet_Box,Shoes_,1
Old_Violet_Box,Crystal_Pumps,1
Old_Violet_Box,Shackles,1
Old_Violet_Box,High_Heels,1
Old_Violet_Box,Hood_,1
Old_Violet_Box,Muffler_,1
Old_Violet_Box,Manteau_,1
Old_Violet_Box,Ancient_Cape,1
Old_Violet_Box,Ragamuffin_Manteau,1
Old_Violet_Box,Ring,2
Old_Violet_Box,Earring,2
Old_Violet_Box,Necklace,2
Old_Violet_Box,Glove,2
Old_Violet_Box,Brooch,2
Old_Violet_Box,Clip,2
Old_Violet_Box,Rosary,2
Old_Violet_Box,Skull_Ring,1
Old_Violet_Box,Gold_Ring,1
Old_Violet_Box,Silver_Ring,1
Old_Violet_Box,Flower_Ring,1
Old_Violet_Box,Diamond_Ring,1
Old_Violet_Box,Puppy_Love,1
Old_Violet_Box,Safety_Helmet,1
Old_Violet_Box,Indian_Fillet,1
Old_Violet_Box,Fin_Helm,1
Old_Violet_Box,Egg_Shell,1
Old_Violet_Box,Mage_Hat,1
Old_Violet_Box,Poring_Hat,1
Old_Violet_Box,Blush,1
Old_Violet_Box,Bao_Bao,1
Old_Violet_Box,Bongun_Hat,1
Gift_Box,Red_Potion,3
Gift_Box,Orange_Potion,2
Gift_Box,Yellow_Potion,2
Gift_Box,White_Potion,2
Gift_Box,Blue_Potion,2
Gift_Box,Green_Potion,2
Gift_Box,Panacea,1
Gift_Box,Royal_Jelly,2
Gift_Box,Candy,4
Gift_Box,Candy_Cane,4
Gift_Box,Pet_Food,2
Gift_Box,Well-Baked_Cookie,4
Gift_Box,Piece_of_Cake,4
Gift_Box,Condensed_Red_Potion,2
Gift_Box,Condensed_Yellow_Potion,2
Gift_Box,Condensed_White_Potion,2
Gift_Box,Old_Blue_Box,2
Gift_Box,Old_Purple_Box,2
Gift_Box,Gift_Box,38
Gift_Box,Concentration_Potion,1
Gift_Box,Awakening_Potion,1
Gift_Box,Berserk_Potion,1
Gift_Box,Four_Leaf_Clover,1
Gift_Box,Emperium,1
Gift_Box,Steel,4
Gift_Box,Star_Crumb,2
Gift_Box,Flame_Heart,2
Gift_Box,Mystic_Frozen,2
Gift_Box,Rough_Wind,3
Gift_Box,Great_Nature,2
Gift_Box,Scarlet_Dyestuffs,2
Gift_Box,Lemon_Dyestuffs,2
Gift_Box,Cobaltblue_Dyestuffs,2
Gift_Box,Darkgreen_Dyestuffs,2
Gift_Box,Orange_Dyestuffs,2
Gift_Box,Violet_Dyestuffs,2
Gift_Box,White_Dyestuffs,2
Gift_Box,Black_Dyestuffs,2
Gift_Box,Gold,1
Gift_Box,Garnet,1
Gift_Box,Amethyst,1
Gift_Box,Aquamarine,1
Gift_Box,Emerald,1
Gift_Box,Pearl,1
Gift_Box,Ruby,2
Gift_Box,Cursed_Ruby,1
Gift_Box,Sardonyx,1
Gift_Box,Sapphire,1
Gift_Box,Opal,1
Gift_Box,Topaz,1
Gift_Box,Zircon,1
Gift_Box,1_Carat_Diamond,1
Gift_Box,2_Carat_Diamond,1
Gift_Box,3_Carat_Diamond,1
Gift_Box,Cracked_Diamond,1
Gift_Box,Red_Frame,1
Gift_Box,Chung_Jah,1
Gift_Box,China,1
Gift_Box,Black_Ladle,1
Gift_Box,Pencil_Case,1
Gift_Box,Rouge,1
Gift_Box,Puppet,1
Gift_Box,Poring_Doll,1
Gift_Box,Chonchon_Doll,1
Gift_Box,Spore_Doll,1
Gift_Box,Bouquet,1
Gift_Box,Wedding_Bouquet,1
Gift_Box,Glass_Bead,1
Gift_Box,Crystal_Mirror,1
Gift_Box,Witherless_Rose,1
Gift_Box,Frozen_Rose,1
Gift_Box,Baphomet_Doll,1
Gift_Box,Osiris_Doll,1
Gift_Box,Rocker_Doll,1
Gift_Box,Yoyo_Doll,1
Gift_Box,Racoon_Doll,1
Gift_Box,Rough_Oridecon,5
Gift_Box,Rough_Elunium,5
Gift_Box,Alcohol,1
Gift_Box,Detrimindexta,1
Gift_Box,Karvodailnirol,1
Gift_Box,Oridecon,2
Gift_Box,Elunium,2
Gift_Box,Red_Blood,2
Gift_Box,Crystal_Blue,2
Gift_Box,Wind_of_Verdure,2
Gift_Box,Green_Live,2
Gift_Box,Iron,1
Gift_Box,Iron_Ore,3
Gift_Box,Coal,1
Gift_Box,Girl's_Diary,2
Gift_Box,Skull_Ring,1
Gift_Box,Gold_Ring,1
Gift_Box,Silver_Ring,1
Gift_Box,Flower_Ring,1
Gift_Box,Diamond_Ring,1
Gift_Box,Poring_Card,1
Gift_Box,Santa_Poring_Card,2
Gift_Box,Red_Stocking,1
Gift_Box,Large_Jellopy,1
Gift_Box,Grenade_Bottle,2
Gift_Box,Acid_Bottle,2
Gift_Box,Plant_Bottle,2
Gift_Box,Marine_Sphere_Bottle,2
Gift_Box,Coating_Bottle,1
Gift_Box_1,Rough_Oridecon,5
Gift_Box_1,Rough_Elunium,2
Gift_Box_1,Oridecon,2
Gift_Box_1,Elunium,1
Gift_Box_1,Emperium,1
Gift_Box_1,Steel,1
Gift_Box_1,Star_Crumb,1
Gift_Box_1,Flame_Heart,1
Gift_Box_1,Mystic_Frozen,1
Gift_Box_1,Rough_Wind,1
Gift_Box_1,Great_Nature,1
Gift_Box_1,Scarlet_Dyestuffs,1
Gift_Box_1,Lemon_Dyestuffs,1
Gift_Box_1,Cobaltblue_Dyestuffs,1
Gift_Box_1,Darkgreen_Dyestuffs,1
Gift_Box_1,Orange_Dyestuffs,1
Gift_Box_1,Violet_Dyestuffs,1
Gift_Box_1,White_Dyestuffs,1
Gift_Box_1,Black_Dyestuffs,1
Gift_Box_1,Gold,1
Gift_Box_1,Garnet,1
Gift_Box_1,Amethyst,1
Gift_Box_1,Aquamarine,1
Gift_Box_1,Emerald,1
Gift_Box_1,Pearl,1
Gift_Box_1,Ruby,1
Gift_Box_1,Cursed_Ruby,1
Gift_Box_1,Sardonyx,1
Gift_Box_1,Sapphire,1
Gift_Box_1,Opal,1
Gift_Box_1,Topaz,1
Gift_Box_1,Zircon,1
Gift_Box_1,1_Carat_Diamond,1
Gift_Box_1,2_Carat_Diamond,1
Gift_Box_1,3_Carat_Diamond,1
Gift_Box_1,Cracked_Diamond,1
Gift_Box_1,Red_Frame,1
Gift_Box_1,Chung_Jah,1
Gift_Box_1,China,1
Gift_Box_1,Black_Ladle,1
Gift_Box_1,Pencil_Case,1
Gift_Box_1,Rouge,1
Gift_Box_1,Puppet,1
Gift_Box_1,Poring_Doll,1
Gift_Box_1,Chonchon_Doll,1
Gift_Box_1,Spore_Doll,1
Gift_Box_1,Bouquet,1
Gift_Box_1,Wedding_Bouquet,1
Gift_Box_1,Glass_Bead,1
Gift_Box_1,Crystal_Mirror,1
Gift_Box_1,Witherless_Rose,1
Gift_Box_1,Frozen_Rose,1
Gift_Box_1,Baphomet_Doll,1
Gift_Box_1,Osiris_Doll,1
Gift_Box_1,Rocker_Doll,1
Gift_Box_1,Yoyo_Doll,1
Gift_Box_1,Racoon_Doll,1
Gift_Box_1,Four_Leaf_Clover,1
Gift_Box_1,Santa_Poring_Card,1
Gift_Box_1,Red_Stocking,1
Gift_Box_1,Red_Potion,1
Gift_Box_1,Orange_Potion,1
Gift_Box_1,Yellow_Potion,1
Gift_Box_1,White_Potion,1
Gift_Box_1,Blue_Potion,1
Gift_Box_1,Green_Potion,1
Gift_Box_1,Royal_Jelly,1
Gift_Box_1,Candy,1
Gift_Box_1,Candy_Cane,1
Gift_Box_1,Pet_Food,1
Gift_Box_1,Well-Baked_Cookie,1
Gift_Box_1,Piece_of_Cake,1
Gift_Box_1,Old_Blue_Box,1
Gift_Box_1,Old_Purple_Box,1
Gift_Box_1,Gift_Box,19
Gift_Box_1,Girl's_Diary,1
Gift_Box_2,Rough_Oridecon,5
Gift_Box_2,Rough_Elunium,2
Gift_Box_2,Oridecon,2
Gift_Box_2,Elunium,1
Gift_Box_2,Emperium,1
Gift_Box_2,Steel,1
Gift_Box_2,Star_Crumb,1
Gift_Box_2,Flame_Heart,1
Gift_Box_2,Mystic_Frozen,1
Gift_Box_2,Rough_Wind,1
Gift_Box_2,Great_Nature,1
Gift_Box_2,Scarlet_Dyestuffs,1
Gift_Box_2,Lemon_Dyestuffs,1
Gift_Box_2,Cobaltblue_Dyestuffs,1
Gift_Box_2,Darkgreen_Dyestuffs,1
Gift_Box_2,Orange_Dyestuffs,1
Gift_Box_2,Violet_Dyestuffs,1
Gift_Box_2,White_Dyestuffs,1
Gift_Box_2,Black_Dyestuffs,1
Gift_Box_2,Gold,1
Gift_Box_2,Garnet,1
Gift_Box_2,Amethyst,1
Gift_Box_2,Aquamarine,1
Gift_Box_2,Emerald,1
Gift_Box_2,Pearl,1
Gift_Box_2,Ruby,1
Gift_Box_2,Cursed_Ruby,1
Gift_Box_2,Sardonyx,1
Gift_Box_2,Sapphire,1
Gift_Box_2,Opal,1
Gift_Box_2,Topaz,1
Gift_Box_2,Zircon,1
Gift_Box_2,1_Carat_Diamond,1
Gift_Box_2,2_Carat_Diamond,1
Gift_Box_2,3_Carat_Diamond,1
Gift_Box_2,Cracked_Diamond,1
Gift_Box_2,Red_Frame,1
Gift_Box_2,Chung_Jah,1
Gift_Box_2,China,1
Gift_Box_2,Black_Ladle,1
Gift_Box_2,Pencil_Case,1
Gift_Box_2,Rouge,1
Gift_Box_2,Puppet,1
Gift_Box_2,Poring_Doll,1
Gift_Box_2,Chonchon_Doll,1
Gift_Box_2,Spore_Doll,1
Gift_Box_2,Bouquet,1
Gift_Box_2,Wedding_Bouquet,1
Gift_Box_2,Glass_Bead,1
Gift_Box_2,Crystal_Mirror,1
Gift_Box_2,Witherless_Rose,1
Gift_Box_2,Frozen_Rose,1
Gift_Box_2,Baphomet_Doll,1
Gift_Box_2,Osiris_Doll,1
Gift_Box_2,Rocker_Doll,1
Gift_Box_2,Yoyo_Doll,1
Gift_Box_2,Racoon_Doll,1
Gift_Box_2,Four_Leaf_Clover,1
Gift_Box_2,Santa_Poring_Card,1
Gift_Box_2,Red_Stocking,1
Gift_Box_2,Red_Potion,1
Gift_Box_2,Orange_Potion,1
Gift_Box_2,Yellow_Potion,1
Gift_Box_2,White_Potion,1
Gift_Box_2,Blue_Potion,1
Gift_Box_2,Green_Potion,1
Gift_Box_2,Royal_Jelly,1
Gift_Box_2,Candy,1
Gift_Box_2,Candy_Cane,1
Gift_Box_2,Pet_Food,1
Gift_Box_2,Well-Baked_Cookie,1
Gift_Box_2,Piece_of_Cake,1
Gift_Box_2,Old_Blue_Box,1
Gift_Box_2,Old_Purple_Box,1
Gift_Box_2,Gift_Box,19
Gift_Box_2,Girl's_Diary,1
Gift_Box_3,Rough_Oridecon,5
Gift_Box_3,Rough_Elunium,2
Gift_Box_3,Oridecon,2
Gift_Box_3,Elunium,1
Gift_Box_3,Emperium,1
Gift_Box_3,Steel,1
Gift_Box_3,Star_Crumb,1
Gift_Box_3,Flame_Heart,1
Gift_Box_3,Mystic_Frozen,1
Gift_Box_3,Rough_Wind,1
Gift_Box_3,Great_Nature,1
Gift_Box_3,Scarlet_Dyestuffs,1
Gift_Box_3,Lemon_Dyestuffs,1
Gift_Box_3,Cobaltblue_Dyestuffs,1
Gift_Box_3,Darkgreen_Dyestuffs,1
Gift_Box_3,Orange_Dyestuffs,1
Gift_Box_3,Violet_Dyestuffs,1
Gift_Box_3,White_Dyestuffs,1
Gift_Box_3,Black_Dyestuffs,1
Gift_Box_3,Gold,1
Gift_Box_3,Garnet,1
Gift_Box_3,Amethyst,1
Gift_Box_3,Aquamarine,1
Gift_Box_3,Emerald,1
Gift_Box_3,Pearl,1
Gift_Box_3,Ruby,1
Gift_Box_3,Cursed_Ruby,1
Gift_Box_3,Sardonyx,1
Gift_Box_3,Sapphire,1
Gift_Box_3,Opal,1
Gift_Box_3,Topaz,1
Gift_Box_3,Zircon,1
Gift_Box_3,1_Carat_Diamond,1
Gift_Box_3,2_Carat_Diamond,1
Gift_Box_3,3_Carat_Diamond,1
Gift_Box_3,Cracked_Diamond,1
Gift_Box_3,Red_Frame,1
Gift_Box_3,Chung_Jah,1
Gift_Box_3,China,1
Gift_Box_3,Black_Ladle,1
Gift_Box_3,Pencil_Case,1
Gift_Box_3,Rouge,1
Gift_Box_3,Puppet,1
Gift_Box_3,Poring_Doll,1
Gift_Box_3,Chonchon_Doll,1
Gift_Box_3,Spore_Doll,1
Gift_Box_3,Bouquet,1
Gift_Box_3,Wedding_Bouquet,1
Gift_Box_3,Glass_Bead,1
Gift_Box_3,Crystal_Mirror,1
Gift_Box_3,Witherless_Rose,1
Gift_Box_3,Frozen_Rose,1
Gift_Box_3,Baphomet_Doll,1
Gift_Box_3,Osiris_Doll,1
Gift_Box_3,Rocker_Doll,1
Gift_Box_3,Yoyo_Doll,1
Gift_Box_3,Racoon_Doll,1
Gift_Box_3,Four_Leaf_Clover,1
Gift_Box_3,Santa_Poring_Card,1
Gift_Box_3,Red_Stocking,1
Gift_Box_3,Red_Potion,1
Gift_Box_3,Orange_Potion,1
Gift_Box_3,Yellow_Potion,1
Gift_Box_3,White_Potion,1
Gift_Box_3,Blue_Potion,1
Gift_Box_3,Green_Potion,1
Gift_Box_3,Royal_Jelly,1
Gift_Box_3,Candy,1
Gift_Box_3,Candy_Cane,1
Gift_Box_3,Pet_Food,1
Gift_Box_3,Well-Baked_Cookie,1
Gift_Box_3,Piece_of_Cake,1
Gift_Box_3,Old_Blue_Box,1
Gift_Box_3,Old_Purple_Box,1
Gift_Box_3,Gift_Box,19
Gift_Box_3,Girl's_Diary,1
Gift_Box_4,Rough_Oridecon,5
Gift_Box_4,Rough_Elunium,2
Gift_Box_4,Oridecon,2
Gift_Box_4,Elunium,1
Gift_Box_4,Emperium,1
Gift_Box_4,Steel,1
Gift_Box_4,Star_Crumb,1
Gift_Box_4,Flame_Heart,1
Gift_Box_4,Mystic_Frozen,1
Gift_Box_4,Rough_Wind,1
Gift_Box_4,Great_Nature,1
Gift_Box_4,Scarlet_Dyestuffs,1
Gift_Box_4,Lemon_Dyestuffs,1
Gift_Box_4,Cobaltblue_Dyestuffs,1
Gift_Box_4,Darkgreen_Dyestuffs,1
Gift_Box_4,Orange_Dyestuffs,1
Gift_Box_4,Violet_Dyestuffs,1
Gift_Box_4,White_Dyestuffs,1
Gift_Box_4,Black_Dyestuffs,1
Gift_Box_4,Gold,1
Gift_Box_4,Garnet,1
Gift_Box_4,Amethyst,1
Gift_Box_4,Aquamarine,1
Gift_Box_4,Emerald,1
Gift_Box_4,Pearl,1
Gift_Box_4,Ruby,1
Gift_Box_4,Cursed_Ruby,1
Gift_Box_4,Sardonyx,1
Gift_Box_4,Sapphire,1
Gift_Box_4,Opal,1
Gift_Box_4,Topaz,1
Gift_Box_4,Zircon,1
Gift_Box_4,1_Carat_Diamond,1
Gift_Box_4,2_Carat_Diamond,1
Gift_Box_4,3_Carat_Diamond,1
Gift_Box_4,Cracked_Diamond,1
Gift_Box_4,Red_Frame,1
Gift_Box_4,Chung_Jah,1
Gift_Box_4,China,1
Gift_Box_4,Black_Ladle,1
Gift_Box_4,Pencil_Case,1
Gift_Box_4,Rouge,1
Gift_Box_4,Puppet,1
Gift_Box_4,Poring_Doll,1
Gift_Box_4,Chonchon_Doll,1
Gift_Box_4,Spore_Doll,1
Gift_Box_4,Bouquet,1
Gift_Box_4,Wedding_Bouquet,1
Gift_Box_4,Glass_Bead,1
Gift_Box_4,Crystal_Mirror,1
Gift_Box_4,Witherless_Rose,1
Gift_Box_4,Frozen_Rose,1
Gift_Box_4,Baphomet_Doll,1
Gift_Box_4,Osiris_Doll,1
Gift_Box_4,Rocker_Doll,1
Gift_Box_4,Yoyo_Doll,1
Gift_Box_4,Racoon_Doll,1
Gift_Box_4,Four_Leaf_Clover,1
Gift_Box_4,Santa_Poring_Card,1
Gift_Box_4,Red_Stocking,1
Gift_Box_4,Red_Potion,1
Gift_Box_4,Orange_Potion,1
Gift_Box_4,Yellow_Potion,1
Gift_Box_4,White_Potion,1
Gift_Box_4,Blue_Potion,1
Gift_Box_4,Green_Potion,1
Gift_Box_4,Royal_Jelly,1
Gift_Box_4,Candy,1
Gift_Box_4,Candy_Cane,1
Gift_Box_4,Pet_Food,1
Gift_Box_4,Well-Baked_Cookie,1
Gift_Box_4,Piece_of_Cake,1
Gift_Box_4,Old_Blue_Box,1
Gift_Box_4,Old_Purple_Box,1
Gift_Box_4,Gift_Box,19
Gift_Box_4,Girl's_Diary,1
Cookie_Bag,Candy,5
Cookie_Bag,Lucky_Candy,5
Cookie_Bag,Candy_Cane,5
Cookie_Bag,Lucky_Candy_Cane,5
Cookie_Bag,Well-Baked_Cookie,5
Cookie_Bag,Lucky_Cookie,5
Cookie_Bag,Piece_of_Cake,5
Cookie_Bag,Rice_Ball,5
Cookie_Bag,Chocolate,1
Cookie_Bag,Handmade_Dark_Chocolate,1
Cookie_Bag,Handmade_White_Chocolate,1
Cookie_Bag,White_Chocolate,1
Cookie_Bag,Chocolate_Drink,1
