Id,Code,Name,Level,HP,Str,Int,Vit,Dex,Agi,Luk,AtkMin,AtkMax,Range,Def,MDef,Exp,JExp,ScanDist,ChaseDist,Size,Race,Element,RechargeTime,HitTime,AttackTime,MoveSpeed,Special,MonsterAiType,SpriteAttackTiming,ClientSprite,ClientOffset,ClientShadow,ClientSize
4141,AM_MUT,Am Mut,61,12099,50,35,40,83,65,45,1040,1121,1,50,10,68377,2690,10,12,Small,Demon,Dark1,1156,384,456,200,Normal,AiAggressive,300,am_mut.spr,0,0.5,1
4039,GOBLIN_LEADER,Goblin Leader,64,20152,5,30,37,69,55,58,663,752,1,48,16,79894,2184,10,12,Medium,Demihuman,Wind1,1120,240,620,120,Normal,AiAggressive,700,goblin_leader.spr,0,0.5,1
4126,ANCIENT_MUMMY,Ancient Mummy,64,40599,28,5,32,83,19,35,836,1129,1,27,27,79894,3499,10,12,Medium,Undead,Undead2,1772,384,120,175,Normal,AiAggressive,300,ancient_mummy.spr,0,0.5,1
4062,EDDGA,Eddga,65,152000,78,96,85,90,70,85,3215,1135,1,48,71,2000000,50193,10,12,Large,Beast,Fire1,872,432,1344,300,Boss,AiAggressive,425,eddga.spr,0,0.5,1
4109,KOBOLD_LEADER,Kobold Leader,65,18313,5,30,36,77,90,59,649,958,1,37,37,150000,2713,10,12,Medium,Demihuman,Wind2,1028,360,528,150,Normal,AiAggressive,250,kobolt_leader.spr,0,0.5,1
4143,MOONLIGHT,Moonlight Flower,67,220000,55,82,55,95,99,120,2000,2000,1,31,61,2000000,55770,10,12,Medium,Demon,Fire3,1276,288,576,150,Boss,AiAggressive,185,moonlight.spr,0,0.5,1
4080,PHREEONI,Phreeoni,69,188000,1,35,78,130,85,60,1880,1650,1,57,67,2000000,59202,10,12,Large,Beast,Neutral3,520,288,1020,200,Boss,AiAggressive,333,phreeoni.spr,0,0.5,1
4144,SKELETON_GENERAL,Skeleton General,73,17402,90,20,40,77,25,25,910,1089,1,25,25,122145,3370,10,12,Medium,Undead,Undead1,2276,432,576,150,Normal,AiAggressive,225,skeleton_general.spr,0,0.5,1
4058,WANDER_MAN,Wanderer,74,8170,1,45,38,127,192,85,450,1170,2,5,5,127604,4730,10,12,Medium,Demon,Wind1,672,192,500,100,Normal,AiAggressive,700,wander_man.spr,0,0.5,1
4095,MISTRESS,Mistress,74,212000,50,95,60,70,165,130,1880,1230,1,50,69,2000000,146718,10,12,Small,Insect,Wind4,348,300,648,100,Boss,AiAggressive,300,mistress.spr,0,0.5,1
4111,ORC_LORD,Orc Lord,74,783000,85,70,149,110,82,85,4700,1450,1,48,62,2000000,36036,10,12,Large,Demihuman,Earth4,548,360,500,100,Boss,AiAggressive,650,orc_lord.spr,0,0.5,1
4142,CAT_O_NINE_TAIL,Cat 'o Nine Tails,76,64512,55,82,55,86,75,120,1112,1275,1,61,55,300000,4283,10,12,Medium,Demon,Fire3,1276,288,576,155,Boss,AiAggressive,125,cat_o_nine_tail.spr,0,0.5,1
4114,ORK_HERO,Orc Hero,77,585700,1,70,99,105,91,90,3257,1285,1,69,53,2000000,138138,10,12,Large,Demihuman,Earth2,378,648,780,150,Boss,AiAggressive,496,ork_hero.spr,0,0.5,1
4127,OSIRIS,Osiris,78,415400,1,37,62,86,75,40,1780,3100,1,52,64,2000000,163020,10,12,Medium,Undead,Undead4,1072,384,672,100,Boss,AiAggressive,200,osiris.spr,0,0.5,1
4130,AMON_RA,Amon Ra,88,1214138,0,124,90,74,1,45,1647,2576,3,26,52,2000000,35891,14,12,Large,Demihuman,Earth3,854,480,2016,170,Boss,AiAggressiveImmobile,744,amon_ra.spr,0,-1,1
