Map,X,Y,Width,Height,Count,Class,SpawnTime,Variance,Recycle
mjolnir_02,282,101,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_02,325,146,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_02,318,205,0,0,1,RED_PLANT,180000,90000,1
mjolnir_02,275,199,0,0,1,BLUE_PLANT,360000,180000,1
mjolnir_02,335,301,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_02,312,342,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_02,325,146,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_02,257,292,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_02,204,263,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_02,193,304,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_02,145,282,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_02,156,254,0,0,1,RED_PLANT,180000,90000,1
mjolnir_02,112,268,0,0,1,BLUE_PLANT,360000,180000,1
mjolnir_02,122,195,0,0,1,RED_PLANT,180000,90000,1
mjolnir_02,167,160,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_02,325,146,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_02,223,110,0,0,1,RED_PLANT,180000,90000,1
mjolnir_02,273,74,0,0,1,BLUE_PLANT,360000,180000,1
mjolnir_02,254,155,0,0,1,RED_PLANT,180000,90000,1
mjolnir_02,243,208,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_02,273,240,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_02,289,276,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_02,188,192,10,10,2,BLUE_PLANT,360000,180000,1
mjolnir_03,0,0,0,0,30,MANTIS,0,0,0
mjolnir_03,0,0,0,0,10,CREAMY,0,0,0
mjolnir_03,0,0,0,0,60,PETIT_,0,0,0
mjolnir_03,0,0,0,0,10,POPORING,0,0,0
mjolnir_03,0,0,0,0,10,FLORA,0,0,0
mjolnir_03,0,0,0,0,20,ARGOS,0,0,0
mjolnir_03,211,216,10,10,1,SHINING_PLANT,1800000,900000,1
mjolnir_03,280,252,10,10,1,SHINING_PLANT,1800000,900000,1
mjolnir_03,135,94,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_03,199,97,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_03,262,98,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_03,322,144,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_03,356,213,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_03,352,288,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_03,324,355,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_03,255,349,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_03,168,341,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_03,128,319,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_03,77,271,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_03,66,219,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_03,91,161,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_04,0,0,0,0,20,MANTIS,0,0,0
mjolnir_04,0,0,0,0,70,HORNET,0,0,0
mjolnir_04,0,0,0,0,10,POPORING,0,0,0
mjolnir_04,0,0,0,0,30,POPORING,0,0,0
mjolnir_04,0,0,0,0,20,ARGIOPE,0,0,0
mjolnir_04,0,0,0,0,30,FLORA,0,0,0
mjolnir_04,0,0,0,0,1,MISTRESS,7200000,3600000,1
mjolnir_04,200,200,30,30,3,SHINING_PLANT,1800000,900000,1
mjolnir_04,177,34,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_04,122,28,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_04,76,53,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_04,72,99,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_04,177,34,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_04,43,143,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_04,31,194,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_04,42,252,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_04,64,323,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_04,107,357,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_04,173,369,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_04,286,357,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_04,356,292,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_04,362,201,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_04,332,122,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_04,269,39,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_04,205,33,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_05,0,0,0,0,40,MANTIS,0,0,0
mjolnir_05,0,0,0,0,10,POPORING,0,0,0
mjolnir_05,0,0,0,0,20,FLORA,0,0,0
mjolnir_05,0,0,0,0,70,ARGIOPE,0,0,0
mjolnir_05,0,0,0,0,20,ARGOS,0,0,0
mjolnir_05,200,240,40,40,3,BLUE_PLANT,360000,180000,1
mjolnir_05,200,240,40,40,1,SHINING_PLANT,1800000,900000,1
mjolnir_05,134,103,20,20,3,BLUE_PLANT,360000,180000,1
mjolnir_05,261,100,20,10,3,BLUE_PLANT,360000,180000,1
mjolnir_05,0,0,0,0,10,RED_PLANT,180000,90000,1
mjolnir_06,0,0,0,0,50,STAINER,0,0,0
mjolnir_06,0,0,0,0,30,HORN,0,0,0
mjolnir_06,0,0,0,0,20,COCO,0,0,0
mjolnir_06,0,0,0,0,20,POPORING,0,0,0
mjolnir_06,0,0,0,0,40,CARAMEL,0,0,0
mjolnir_06,162,285,0,0,1,BLUE_PLANT,360000,180000,1
mjolnir_06,162,255,0,0,1,BLUE_PLANT,360000,180000,1
mjolnir_06,304,98,0,0,1,RED_MUSHROOM,180000,90000,1
mjolnir_06,279,174,0,0,1,RED_MUSHROOM,180000,90000,1
mjolnir_06,339,168,0,0,1,RED_MUSHROOM,180000,90000,1
mjolnir_06,296,317,0,0,1,RED_MUSHROOM,180000,90000,1
mjolnir_06,45,345,0,0,1,RED_MUSHROOM,180000,90000,1
mjolnir_06,73,339,0,0,1,RED_MUSHROOM,180000,90000,1
mjolnir_06,69,225,0,0,1,RED_MUSHROOM,180000,90000,1
mjolnir_06,55,276,0,0,1,RED_MUSHROOM,180000,90000,1
mjolnir_07,0,0,0,0,60,POISON_SPORE,0,0,0
mjolnir_07,0,0,0,0,30,AMBERNITE,0,0,0
mjolnir_07,0,0,0,0,20,COCO,0,0,0
mjolnir_07,0,0,0,0,20,HORN,0,0,0
mjolnir_07,0,0,0,0,20,POPORING,0,0,0
mjolnir_07,0,0,0,0,20,HORNET,0,0,0
mjolnir_07,314,133,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_07,299,145,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_07,272,152,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_07,273,181,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_07,245,168,0,0,1,RED_MUSHROOM,180000,90000,1
mjolnir_07,217,185,0,0,1,RED_MUSHROOM,180000,90000,1
mjolnir_07,181,173,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_07,140,179,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_07,97,210,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_07,249,214,0,0,2,BLUE_PLANT,360000,180000,1
mjolnir_08,0,0,0,0,50,MANTIS,0,0,0
mjolnir_08,0,0,0,0,30,ARGIOPE,0,0,0
mjolnir_08,0,0,0,0,30,ARGOS,0,0,0
mjolnir_08,0,0,0,0,20,POPORING,0,0,0
mjolnir_08,0,0,0,0,10,PORING,0,0,0
mjolnir_08,280,280,20,40,2,BLUE_PLANT,360000,180000,1
mjolnir_08,207,83,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_08,176,153,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_08,169,204,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_08,207,232,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_08,180,282,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_08,149,328,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_09,0,0,0,0,20,ROCKER,0,0,0
mjolnir_09,0,0,0,0,10,COCO,0,0,0
mjolnir_09,0,0,0,0,30,STAINER,0,0,0
mjolnir_09,0,0,0,0,100,HORN,0,0,0
mjolnir_09,0,0,0,0,30,POPORING,0,0,0
mjolnir_09,0,0,0,0,50,WOLF,0,0,0
mjolnir_09,205,352,0,0,1,RED_MUSHROOM,180000,90000,1
mjolnir_09,199,344,0,0,1,RED_MUSHROOM,180000,90000,1
mjolnir_09,210,331,0,0,1,RED_MUSHROOM,180000,90000,1
mjolnir_09,204,321,0,0,1,RED_MUSHROOM,180000,90000,1
mjolnir_09,212,312,0,0,1,RED_MUSHROOM,180000,90000,1
mjolnir_09,198,297,0,0,1,RED_MUSHROOM,180000,90000,1
mjolnir_09,73,122,0,0,1,RED_MUSHROOM,180000,90000,1
mjolnir_09,89,141,0,0,1,RED_MUSHROOM,180000,90000,1
mjolnir_09,120,126,0,0,1,RED_MUSHROOM,180000,90000,1
mjolnir_09,139,84,0,0,1,RED_MUSHROOM,180000,90000,1
mjolnir_09,125,82,0,0,1,RED_MUSHROOM,180000,90000,1
mjolnir_10,0,0,0,0,20,MANTIS,0,0,0
mjolnir_10,0,0,0,0,15,FLORA,0,0,0
mjolnir_10,0,0,0,0,50,ARGOS,0,0,0
mjolnir_10,0,0,0,0,30,POPORING,0,0,0
mjolnir_10,0,0,0,0,5,PETIT,0,0,0
mjolnir_10,0,0,0,0,60,ARGIOPE,0,0,0
mjolnir_10,123,331,10,10,1,SHINING_PLANT,1800000,900000,1
mjolnir_10,0,0,0,0,10,GREEN_PLANT,180000,90000,1
mjolnir_11,0,0,0,0,10,ARGIOPE,0,0,0
mjolnir_11,0,0,0,0,50,MANDRAGORA,0,0,0
mjolnir_11,0,0,0,0,60,FLORA,0,0,0
mjolnir_11,0,0,0,0,10,POPORING,0,0,0
mjolnir_11,0,0,0,0,30,THIEF_BUG__,0,0,0
mjolnir_11,112,276,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_11,159,283,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_11,116,240,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_11,146,215,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_11,145,177,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_11,129,135,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_11,126,93,0,0,1,BLUE_PLANT,360000,180000,1
mjolnir_11,197,123,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_11,198,210,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_11,231,277,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_11,332,327,0,0,1,BLUE_PLANT,360000,180000,1
mjolnir_11,282,300,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_11,295,271,0,0,1,GREEN_PLANT,180000,90000,1
mjolnir_12,0,0,0,0,20,STEM_WORM,0,0,0
mjolnir_12,0,0,0,0,50,DUSTINESS,0,0,0
mjolnir_12,0,0,0,0,20,THIEF_BUG_,0,0,0
gef_fild00,0,0,0,0,80,PORING,0,0,0
gef_fild00,0,0,0,0,80,FABRE,0,0,0
gef_fild00,0,0,0,0,20,PUPA,0,0,0
gef_fild00,0,0,0,0,20,POPORING,0,0,0
gef_fild00,95,128,0,0,1,BLUE_PLANT,900000,450000,1
gef_fild00,124,321,0,0,1,BLUE_PLANT,900000,450000,1
gef_fild00,54,212,5,5,3,GREEN_PLANT,360000,180000,1
gef_fild00,54,186,5,5,3,GREEN_PLANT,360000,180000,1
gef_fild01,0,0,0,0,50,RODA_FROG,0,0,0
gef_fild01,0,0,0,0,20,POPORING,0,0,0
gef_fild01,0,0,0,0,1,TOAD,3600000,1800000,1
gef_fild01,215,225,10,10,5,GREEN_PLANT,360000,180000,1
gef_fild02,0,0,0,0,10,YOYO,0,0,0
gef_fild02,0,0,0,0,50,ORK_WARRIOR,0,0,0
gef_fild02,0,0,0,0,20,COCO,0,0,0
gef_fild02,0,0,0,0,20,SMOKIE,0,0,0
gef_fild02,0,0,0,0,1,CHOCO,0,0,0
gef_fild02,227,316,6,6,8,GREEN_PLANT,360000,180000,1
gef_fild02,87,48,6,6,5,RED_MUSHROOM,360000,180000,1
gef_fild02,215,209,2,1,2,BLUE_PLANT,360000,180000,1
gef_fild02,207,214,1,1,1,BLUE_PLANT,360000,180000,1
gef_fild02,220,214,1,1,1,BLUE_PLANT,360000,180000,1
gef_fild02,164,194,1,1,1,SHINING_PLANT,1800000,900000,1
gef_fild03,0,0,0,0,30,ORK_WARRIOR,0,0,0
gef_fild03,0,0,0,0,10,HIGH_ORC,0,0,0
gef_fild03,0,0,0,0,40,SAVAGE,0,0,0
gef_fild03,0,0,0,0,30,POPORING,0,0,0
gef_fild03,45,350,3,3,1,GREEN_PLANT,180000,90000,1
gef_fild03,66,300,3,3,1,GREEN_PLANT,180000,90000,1
gef_fild03,80,252,3,3,1,GREEN_PLANT,180000,90000,1
gef_fild03,118,281,3,3,1,GREEN_PLANT,180000,90000,1
gef_fild03,135,344,3,3,1,GREEN_PLANT,180000,90000,1
gef_fild03,210,363,3,3,1,GREEN_PLANT,180000,90000,1
gef_fild03,215,345,3,3,1,GREEN_PLANT,180000,90000,1
gef_fild03,359,316,3,3,1,GREEN_PLANT,180000,90000,1
gef_fild03,350,247,3,3,1,GREEN_PLANT,180000,90000,1
gef_fild03,304,202,3,3,1,GREEN_PLANT,180000,90000,1
gef_fild03,285,223,3,3,1,GREEN_PLANT,180000,90000,1
gef_fild03,282,192,3,3,1,GREEN_PLANT,180000,90000,1
gef_fild03,316,143,3,3,1,GREEN_PLANT,180000,90000,1
gef_fild03,337,104,3,3,1,GREEN_PLANT,180000,90000,1
gef_fild03,348,42,3,3,1,GREEN_PLANT,180000,90000,1
gef_fild03,326,79,3,3,1,GREEN_PLANT,180000,90000,1
gef_fild03,280,92,3,3,1,GREEN_PLANT,180000,90000,1
gef_fild03,216,135,3,3,1,GREEN_PLANT,180000,90000,1
gef_fild03,169,92,3,3,1,GREEN_PLANT,180000,90000,1
gef_fild03,45,93,3,3,1,GREEN_PLANT,180000,90000,1
gef_fild03,44,133,3,3,1,GREEN_PLANT,180000,90000,1
gef_fild04,0,0,0,0,40,PORING,0,0,0
gef_fild04,0,0,0,0,40,CHONCHON,0,0,0
gef_fild04,0,0,0,0,60,PUPA,0,0,0
gef_fild04,0,0,0,0,30,FABRE,0,0,0
gef_fild04,0,0,0,0,30,RODA_FROG,0,0,0
gef_fild04,224,82,5,2,3,GREEN_PLANT,360000,180000,1
gef_fild04,152,82,5,2,3,GREEN_PLANT,360000,180000,1
gef_fild05,0,0,0,0,30,PORING,0,0,0
gef_fild05,0,0,0,0,15,KOBOLD_ARCHER,0,0,0
gef_fild05,0,0,0,0,50,WILD_ROSE,0,0,0
gef_fild05,0,0,0,0,30,DUSTINESS,0,0,0
gef_fild05,235,322,0,0,1,RED_PLANT,180000,90000,1
gef_fild05,238,326,0,0,1,RED_PLANT,180000,90000,1
gef_fild05,170,337,0,0,1,RED_PLANT,180000,90000,1
gef_fild05,108,317,0,0,1,RED_PLANT,180000,90000,1
gef_fild05,56,285,0,0,1,RED_PLANT,180000,90000,1
gef_fild05,65,256,0,0,1,RED_PLANT,180000,90000,1
gef_fild05,74,228,0,0,1,RED_PLANT,180000,90000,1
gef_fild05,50,189,0,0,1,RED_PLANT,180000,90000,1
gef_fild05,51,166,0,0,1,RED_PLANT,180000,90000,1
gef_fild05,146,161,0,0,1,RED_PLANT,180000,90000,1
gef_fild05,153,180,0,0,1,RED_PLANT,180000,90000,1
gef_fild05,124,207,0,0,1,RED_PLANT,180000,90000,1
gef_fild05,187,249,0,0,1,RED_PLANT,180000,90000,1
gef_fild05,187,265,0,0,1,RED_PLANT,180000,90000,1
gef_fild05,130,293,0,0,1,RED_PLANT,180000,90000,1
gef_fild06,0,0,0,0,35,PETIT_,0,0,0
gef_fild06,0,0,0,0,30,POPORING,0,0,0
gef_fild06,0,0,0,0,20,MANTIS,0,0,0
gef_fild06,0,0,0,0,30,KOBOLD_1,0,0,0
gef_fild06,0,0,0,0,20,KOBOLD_1,0,0,0
gef_fild06,0,0,0,0,20,KOBOLD_1,0,0,0
gef_fild06,0,0,0,0,4,SHINING_PLANT,1800000,900000,1
gef_fild07,0,0,0,0,70,PORING,0,0,0
gef_fild07,0,0,0,0,50,CHONCHON,0,0,0
gef_fild07,0,0,0,0,10,PUPA,0,0,0
gef_fild07,0,0,0,0,70,FABRE,0,0,0
gef_fild07,122,221,0,0,3,GREEN_PLANT,360000,180000,1
gef_fild07,185,247,0,0,1,SHINING_PLANT,1800000,900000,1
gef_fild07,269,289,0,0,1,BLUE_PLANT,900000,450000,1
gef_fild07,269,289,3,3,3,GREEN_PLANT,360000,180000,1
gef_fild08,0,0,0,0,20,KOBOLD_1,0,0,0
gef_fild08,0,0,0,0,40,KOBOLD_2,0,0,0
gef_fild08,0,0,0,0,20,KOBOLD_3,0,0,0
gef_fild08,0,0,0,0,40,GOLEM,0,0,0
gef_fild08,0,0,0,0,20,STEEL_CHONCHON,0,0,0
gef_fild08,0,0,0,0,20,POISON_SPORE,0,0,0
gef_fild08,65,341,0,0,1,BLUE_PLANT,900000,450000,1
gef_fild08,111,319,0,0,1,BLUE_PLANT,900000,450000,1
gef_fild08,59,91,0,0,1,BLUE_PLANT,900000,450000,1
gef_fild08,70,80,0,0,1,BLUE_PLANT,900000,450000,1
gef_fild08,144,140,0,0,1,BLUE_PLANT,900000,450000,1
gef_fild08,344,78,0,0,1,BLUE_PLANT,900000,450000,1
gef_fild08,325,311,0,0,1,BLUE_PLANT,900000,450000,1
gef_fild08,162,247,0,0,1,BLUE_PLANT,900000,450000,1
gef_fild09,0,0,0,0,70,AMBERNITE,0,0,0
gef_fild09,0,0,0,0,10,POPORING,0,0,0
gef_fild09,0,0,0,0,20,POISON_SPORE,0,0,0
gef_fild09,51,43,0,0,1,RED_MUSHROOM,180000,90000,1
gef_fild09,125,53,0,0,1,RED_MUSHROOM,180000,90000,1
gef_fild09,148,74,0,0,1,RED_MUSHROOM,180000,90000,1
gef_fild09,184,66,0,0,1,RED_MUSHROOM,180000,90000,1
gef_fild09,207,54,0,0,1,RED_MUSHROOM,180000,90000,1
gef_fild09,245,62,0,0,1,RED_MUSHROOM,180000,90000,1
gef_fild09,268,45,0,0,1,RED_MUSHROOM,180000,90000,1
gef_fild09,258,24,0,0,1,RED_MUSHROOM,180000,90000,1
gef_fild09,325,36,0,0,1,RED_MUSHROOM,180000,90000,1
gef_fild09,344,51,0,0,1,RED_MUSHROOM,180000,90000,1
gef_fild09,277,201,5,5,3,BLUE_PLANT,900000,450000,1
gef_fild10,0,0,0,0,1,ORC_LORD,7200000,3600000,0
gef_fild10,0,0,0,0,15,ORK_WARRIOR,0,0,0
gef_fild10,0,0,0,0,75,ORC_LADY,0,0,0
gef_fild10,0,0,0,0,15,POPORING,0,0,0
gef_fild10,0,0,0,0,15,ORC_BABY,0,0,0
gef_fild10,46,350,5,5,3,BLUE_PLANT,900000,450000,1
gef_fild10,287,61,5,5,3,BLUE_PLANT,900000,450000,1
gef_fild10,300,253,5,5,3,GREEN_PLANT,360000,180000,1
gef_fild11,0,0,0,0,1,GOBLIN_LEADER,1800000,1200000,0
gef_fild11,0,0,0,0,30,GOBLIN_1,0,0,0
gef_fild11,0,0,0,0,25,GOBLIN_2,0,0,0
gef_fild11,0,0,0,0,25,GOBLIN_3,0,0,0
gef_fild11,0,0,0,0,25,GOBLIN_4,0,0,0
gef_fild11,0,0,0,0,25,GOBLIN_5,0,0,0
gef_fild11,0,0,0,0,20,GOBLIN_ARCHER,0,0,0
gef_fild11,0,0,0,0,15,POPORING,0,0,0
gef_fild11,0,0,0,0,10,ROTAR_ZAIRO,0,0,0
gef_fild11,101,277,4,1,3,BLACK_MUSHROOM,360000,180000,1
gef_fild11,176,288,1,4,3,BLACK_MUSHROOM,360000,180000,1
gef_fild11,253,357,1,4,3,BLACK_MUSHROOM,360000,180000,1
gef_fild11,247,249,1,4,3,BLACK_MUSHROOM,360000,180000,1
gef_fild11,257,209,1,4,3,BLACK_MUSHROOM,360000,180000,1
gef_fild11,174,240,1,3,3,BLACK_MUSHROOM,360000,180000,1
gef_fild11,283,100,4,1,3,BLACK_MUSHROOM,360000,180000,1
gef_fild12,0,0,0,0,20,KOBOLD_1,0,0,0
gef_fild12,0,0,0,0,30,KOBOLD_2,0,0,0
gef_fild12,0,0,0,0,30,KOBOLD_3,0,0,0
gef_fild12,0,0,0,0,40,KOBOLD_ARCHER,0,0,0
gef_fild12,0,0,0,0,20,POPORING,0,0,0
gef_fild12,0,0,0,0,1,KOBOLD_LEADER,1800000,1200000,0
gef_fild13,0,0,0,0,20,POPORING,0,0,0
gef_fild13,0,0,0,0,30,CREAMY,0,0,0
gef_fild13,0,0,0,0,15,AMBERNITE,0,0,0
gef_fild14,0,0,0,0,40,ORC_LADY,0,0,0
gef_fild14,0,0,0,0,1,ORK_HERO,3600000,1800000,1
gef_fild14,0,0,0,0,20,ORK_WARRIOR,0,0,0
gef_fild14,0,0,0,0,30,ORC_ARCHER,0,0,0
gef_fild14,0,0,0,0,60,HIGH_ORC,0,0,0
moc_pryd01,0,0,0,0,50,FARMILIAR,0,0,0
moc_pryd01,0,0,0,0,50,POPORING,0,0,0
moc_pryd02,0,0,0,0,20,POPORING,0,0,0
moc_pryd02,0,0,0,0,20,DRAINLIAR,0,0,0
moc_pryd02,0,0,0,0,30,MUMMY,0,0,0
moc_pryd02,0,0,0,0,25,ISIS,0,0,0
moc_pryd02,0,0,0,0,20,SOLDIER_SKELETON,0,0,0
moc_pryd02,0,0,0,0,20,ARCHER_SKELETON,0,0,0
moc_pryd03,0,0,0,0,15,DRAINLIAR,0,0,0
moc_pryd03,0,0,0,0,10,MIMIC,0,0,0
moc_pryd03,0,0,0,0,15,MATYR,0,0,0
moc_pryd03,0,0,0,0,50,MUMMY,0,0,0
moc_pryd03,0,0,0,0,40,VERIT,600000,300000,1
moc_pryd04,0,0,0,0,40,MUMMY,0,0,0
moc_pryd04,0,0,0,0,3,ANCIENT_MUMMY,0,0,0
moc_pryd04,0,0,0,0,50,ISIS,150000,75000,0
moc_pryd04,0,0,0,0,15,MIMIC,600000,300000,1
moc_pryd04,0,0,0,0,1,OSIRIS,3600000,7200000,1
moc_pryd04,0,0,0,0,20,MATYR,0,0,0
moc_pryd05,0,0,0,0,60,MINOROUS,0,0,0
moc_pryd05,0,0,0,0,10,MUMMY,0,0,0
moc_pryd05,0,0,0,0,50,VERIT,0,0,0
moc_pryd06,100,90,80,50,10,VERIT,0,0,0
moc_pryd06,100,90,80,50,20,ARCLOUSE,0,0,0
moc_pryd06,100,90,80,50,20,ANCIENT_MUMMY,0,0,0
moc_pryd06,100,90,80,50,20,MIMIC,0,0,0
moc_pryd06,102,85,1,1,1,AMON_RA,3600000,1600000,1
pay_dun00,0,0,0,0,15,FARMILIAR,0,0,0
pay_dun00,0,0,0,0,20,ZOMBIE,0,0,0
pay_dun00,0,0,0,0,35,SKELETON,0,0,0
pay_dun00,0,0,0,0,15,POPORING,0,0,0
pay_dun00,0,0,0,0,15,RED_PLANT,180000,90000,1
pay_dun00,140,140,5,5,3,BLACK_MUSHROOM,360000,180000,1
pay_dun01,0,0,0,0,5,DRAINLIAR,0,0,0
pay_dun01,0,0,0,0,20,EGGYRA,0,0,0
pay_dun01,0,0,0,0,60,SOLDIER_SKELETON,300000,150000,1
pay_dun01,0,0,0,0,30,ARCHER_SKELETON,300000,150000,1
pay_dun01,235,54,10,10,7,BLACK_MUSHROOM,900000,450000,1
pay_dun01,0,0,0,0,10,RED_PLANT,180000,90000,1
pay_dun02,0,0,0,0,15,SOLDIER_SKELETON,180000,90000,1
pay_dun02,0,0,0,0,40,MUNAK,0,0,0
pay_dun02,0,0,0,0,30,BON_GUN,0,0,0
pay_dun02,0,0,0,0,10,POPORING,0,0,0
pay_dun02,0,0,0,0,20,ARCHER_SKELETON,180000,90000,1
pay_dun02,116,205,0,0,1,HYDRA,345000,100000,1
pay_dun02,116,199,0,0,1,HYDRA,306000,100000,1
pay_dun02,116,196,0,0,1,HYDRA,300000,100000,1
pay_dun02,116,190,0,0,1,HYDRA,326000,100000,1
pay_dun02,117,206,0,0,1,HYDRA,302000,100000,1
pay_dun02,117,200,0,0,1,HYDRA,275000,100000,1
pay_dun02,117,197,0,0,1,HYDRA,314000,100000,1
pay_dun02,117,191,0,0,1,HYDRA,300000,100000,1
pay_dun02,118,207,0,0,1,HYDRA,332000,100000,1
pay_dun02,118,201,0,0,1,HYDRA,300000,100000,1
pay_dun02,118,198,0,0,1,HYDRA,312000,100000,1
pay_dun02,118,192,0,0,1,HYDRA,285000,100000,1
pay_dun02,119,205,0,0,1,HYDRA,324000,100000,1
pay_dun02,119,199,0,0,1,HYDRA,300000,100000,1
pay_dun02,119,196,0,0,1,HYDRA,315000,100000,1
pay_dun02,120,203,0,0,1,HYDRA,300000,100000,1
pay_dun02,120,200,0,0,1,HYDRA,303000,100000,1
pay_dun02,120,194,0,0,1,HYDRA,300000,100000,1
pay_dun02,121,200,0,0,1,HYDRA,333000,100000,1
pay_dun02,122,200,0,0,1,HYDRA,300000,100000,1
pay_dun02,122,197,0,0,1,HYDRA,321000,100000,1
pay_dun02,110,194,0,0,1,HYDRA,300000,100000,1
pay_dun02,113,194,0,0,1,HYDRA,319000,100000,1
pay_dun02,109,193,0,0,1,HYDRA,300000,100000,1
pay_dun02,113,193,0,0,1,HYDRA,300000,100000,1
pay_dun02,109,192,0,0,1,HYDRA,374000,100000,1
pay_dun02,112,192,0,0,1,HYDRA,300000,100000,1
pay_dun02,108,191,0,0,1,HYDRA,332000,100000,1
pay_dun02,111,191,0,0,1,HYDRA,300000,100000,1
pay_dun02,107,190,0,0,1,HYDRA,320000,100000,1
pay_dun02,110,190,0,0,1,HYDRA,300000,100000,1
pay_dun02,227,185,0,0,1,MANDRAGORA,300000,100000,1
pay_dun02,227,184,0,0,1,MANDRAGORA,300000,100000,1
pay_dun02,229,183,0,0,1,MANDRAGORA,300000,100000,1
pay_dun02,214,266,0,0,1,RED_PLANT,600000,300000,1
pay_dun02,37,243,0,0,1,BLACK_MUSHROOM,600000,300000,1
pay_dun02,37,243,0,0,1,NINE_TAIL,3600000,1800000,1
pay_dun02,111,199,10,10,7,BLACK_MUSHROOM,900000,450000,1
pay_dun02,110,216,20,10,3,WHITE_PLANT,180000,90000,1
pay_dun02,132,84,10,10,3,WHITE_PLANT,180000,90000,1
pay_dun02,197,113,10,10,4,RED_PLANT,180000,90000,1
pay_dun02,55,254,10,10,4,RED_PLANT,180000,90000,1
pay_dun03,0,0,0,0,50,SOHEE,0,0,0
pay_dun03,0,0,0,0,3,MUNAK,0,0,0
pay_dun03,0,0,0,0,3,BON_GUN,0,0,0
pay_dun03,0,0,0,0,1,NINE_TAIL,0,0,0
pay_dun03,0,0,0,0,1,NINE_TAIL,3600000,1800000,0
pay_dun03,154,112,0,0,1,WHISPER_,1800000,0,1
pay_dun03,161,117,0,0,1,WHISPER_,1800000,0,1
pay_dun03,81,61,0,0,1,WHISPER_,1800000,0,1
pay_dun03,84,63,0,0,1,WHISPER_,1800000,0,1
pay_dun03,89,147,0,0,1,WHISPER_BOSS,14400000,0,1
